sample	contig	reads
SRR3962773	NODE_1589_length_6190_cov_3.210310	386
SRR3962773	NODE_1635_length_6086_cov_2.622682	263
SRR3962773	NODE_1734_length_5933_cov_2.602674	266
SRR3962773	NODE_1771_length_5888_cov_2.830022	296
SRR3962773	NODE_1784_length_5873_cov_2.975580	306
SRR3962773	NODE_1794_length_5866_cov_2.470782	232
SRR3962773	NODE_1811_length_5838_cov_2.654295	261
SRR3962773	NODE_1974_length_5612_cov_2.406312	251
SRR3962773	NODE_2053_length_5519_cov_2.842620	266
SRR3962773	NODE_2097_length_5466_cov_2.671884	249
SRR3962773	NODE_2173_length_5377_cov_2.679424	240
SRR3962773	NODE_2193_length_5362_cov_3.198556	284
SRR3962773	NODE_2252_length_5299_cov_2.812115	267
SRR3962773	NODE_2307_length_5237_cov_2.135461	181
SRR3962773	NODE_2330_length_5211_cov_3.415884	313
SRR3962773	NODE_2409_length_5139_cov_2.698810	247
SRR3962773	NODE_2579_length_4938_cov_3.230213	283
SRR3962773	NODE_2786_length_4747_cov_2.388554	191
SRR3962773	NODE_2829_length_4709_cov_2.299783	189
SRR3962773	NODE_2944_length_4617_cov_2.502877	197
SRR3962773	NODE_2990_length_4584_cov_2.198662	175
SRR3962773	NODE_3072_length_4525_cov_2.937189	217
SRR3962773	NODE_3213_length_4430_cov_3.540753	288
SRR3962773	NODE_3226_length_4425_cov_2.217984	143
SRR3962773	NODE_3229_length_4420_cov_2.402685	162
SRR3962773	NODE_3293_length_4382_cov_2.153164	155
SRR3962773	NODE_3573_length_4184_cov_2.273929	171
SRR3962773	NODE_3671_length_4137_cov_2.415305	173
SRR3962773	NODE_3681_length_4131_cov_3.009425	221
SRR3962773	NODE_3684_length_4129_cov_2.418114	179
SRR3962773	NODE_3721_length_4103_cov_2.478771	170
SRR3962773	NODE_3997_length_3954_cov_2.585214	167
SRR3962773	NODE_4223_length_3842_cov_3.131980	224
SRR3962773	NODE_4270_length_3824_cov_3.614497	236
SRR3962773	NODE_4284_length_3819_cov_2.800269	185
SRR3962773	NODE_4465_length_3740_cov_2.608624	162
SRR3962773	NODE_4492_length_3727_cov_2.456725	162
SRR3962773	NODE_4538_length_3705_cov_3.137826	205
SRR3962773	NODE_4587_length_3686_cov_2.692779	168
SRR3962773	NODE_4640_length_3662_cov_2.460848	161
SRR3962773	NODE_4653_length_3657_cov_2.400225	150
SRR3962773	NODE_4733_length_3618_cov_2.548735	157
SRR3962773	NODE_4941_length_3534_cov_1.516157	88
SRR3962773	NODE_5020_length_3506_cov_2.845318	169
SRR3962773	NODE_5053_length_3493_cov_3.834414	233
SRR3962773	NODE_5141_length_3462_cov_3.924472	244
SRR3962773	NODE_5151_length_3460_cov_2.483785	140
SRR3962773	NODE_5203_length_3443_cov_2.568780	143
SRR3962773	NODE_5293_length_3412_cov_3.296106	187
SRR3962773	NODE_5353_length_3391_cov_2.720838	149
SRR3962773	NODE_5459_length_3362_cov_2.127184	115
SRR3962773	NODE_5465_length_3360_cov_3.362772	214
SRR3962773	NODE_5543_length_3334_cov_2.215456	116
SRR3962773	NODE_6220_length_3139_cov_2.294408	115
SRR3962773	NODE_6351_length_3101_cov_2.985676	159
SRR3962773	NODE_6353_length_3101_cov_2.661226	120
SRR3962773	NODE_6443_length_3078_cov_2.200403	117
SRR3962773	NODE_6467_length_3072_cov_2.805920	122
SRR3962773	NODE_6617_length_3033_cov_3.668712	185
SRR3962773	NODE_6846_length_2979_cov_1.378819	74
SRR3962773	NODE_7012_length_2940_cov_2.389300	114
SRR3962773	NODE_7038_length_2934_cov_3.055732	132
SRR3962773	NODE_7051_length_2931_cov_2.615113	127
SRR3962773	NODE_7079_length_2925_cov_2.734607	119
SRR3962773	NODE_7127_length_2914_cov_3.153108	175
SRR3962773	NODE_7131_length_2914_cov_2.206039	96
SRR3962773	NODE_7142_length_2911_cov_3.198435	144
SRR3962773	NODE_7216_length_2896_cov_2.996067	162
SRR3962773	NODE_7260_length_2887_cov_3.493185	152
SRR3962773	NODE_7302_length_2879_cov_3.720504	194
SRR3962773	NODE_7373_length_2863_cov_2.956585	151
SRR3962773	NODE_7465_length_2841_cov_2.805981	142
SRR3962773	NODE_7536_length_2824_cov_2.527339	112
SRR3962773	NODE_7676_length_2792_cov_2.340884	103
SRR3962773	NODE_7838_length_2763_cov_2.582207	117
SRR3962773	NODE_7951_length_2742_cov_1.466894	70
SRR3962773	NODE_7985_length_2736_cov_1.483504	64
SRR3962773	NODE_8223_length_2690_cov_2.644925	118
SRR3962773	NODE_8279_length_2680_cov_3.047269	135
SRR3962773	NODE_8317_length_2673_cov_3.987956	186
SRR3962773	NODE_8455_length_2650_cov_2.876911	114
SRR3962773	NODE_8482_length_2645_cov_2.626473	125
SRR3962773	NODE_8589_length_2624_cov_3.192079	133
SRR3962773	NODE_8708_length_2604_cov_2.603992	125
SRR3962773	NODE_8930_length_2570_cov_2.705787	116
SRR3962773	NODE_8972_length_2563_cov_3.189529	133
SRR3962773	NODE_9033_length_2551_cov_1.803426	74
SRR3962773	NODE_9122_length_2536_cov_2.114895	91
SRR3962773	NODE_9204_length_2524_cov_2.465567	93
SRR3962773	NODE_9255_length_2515_cov_2.496689	114
SRR3962773	NODE_9337_length_2502_cov_2.926342	130
SRR3962773	NODE_9659_length_2458_cov_1.238237	39
SRR3962773	NODE_9807_length_2435_cov_3.125000	128
SRR3962773	NODE_9899_length_2423_cov_1.429862	60
SRR3962773	NODE_10154_length_2389_cov_10.695197	463
SRR3962773	NODE_10358_length_2361_cov_2.141468	69
SRR3962773	NODE_10403_length_2356_cov_2.276916	73
SRR3962773	NODE_10672_length_2320_cov_15.756416	536
SRR3962773	NODE_11168_length_2262_cov_3.196024	106
SRR3962773	NODE_11336_length_2243_cov_1.973881	72
SRR3962773	NODE_11635_length_2207_cov_3.124288	119
SRR3962773	NODE_11877_length_2184_cov_2.663789	98
SRR3962773	NODE_12023_length_2172_cov_1.452484	54
SRR3962773	NODE_12158_length_2158_cov_3.011170	111
SRR3962773	NODE_12216_length_2152_cov_2.534340	93
SRR3962773	NODE_12279_length_2147_cov_2.642090	91
SRR3962773	NODE_12294_length_2146_cov_1.472399	51
SRR3962773	NODE_12476_length_2126_cov_2.290084	84
SRR3962773	NODE_12604_length_2112_cov_2.598112	82
SRR3962773	NODE_12827_length_2093_cov_2.899699	108
SRR3962773	NODE_12836_length_2092_cov_2.970396	106
SRR3962773	NODE_12847_length_2092_cov_1.314601	42
SRR3962773	NODE_13011_length_2075_cov_3.060729	101
SRR3962773	NODE_13212_length_2058_cov_2.525268	99
SRR3962773	NODE_13314_length_2047_cov_2.991273	94
SRR3962773	NODE_13362_length_2043_cov_4.038066	134
SRR3962773	NODE_13383_length_2041_cov_2.322863	67
SRR3962773	NODE_13438_length_2036_cov_2.740836	95
SRR3962773	NODE_13641_length_2018_cov_2.041688	74
SRR3962773	NODE_14037_length_1987_cov_3.008475	101
SRR3962773	NODE_14133_length_1979_cov_1.719681	52
SRR3962773	NODE_14175_length_1975_cov_1.890192	62
SRR3962773	NODE_14304_length_1965_cov_2.772240	103
SRR3962773	NODE_14361_length_1960_cov_2.974207	82
SRR3962773	NODE_14438_length_1954_cov_2.394609	76
SRR3962773	NODE_14449_length_1953_cov_2.702265	79
SRR3962773	NODE_14457_length_1952_cov_3.418780	119
SRR3962773	NODE_14675_length_1936_cov_1.267828	37
SRR3962773	NODE_14860_length_1920_cov_5.562328	174
SRR3962773	NODE_14861_length_1920_cov_4.824822	152
SRR3962773	NODE_14888_length_1918_cov_2.440352	81
SRR3962773	NODE_15047_length_1907_cov_1.905973	55
SRR3962773	NODE_15147_length_1900_cov_2.876180	89
SRR3962773	NODE_15222_length_1895_cov_1.922049	60
SRR3962773	NODE_15327_length_1888_cov_2.351593	71
SRR3962773	NODE_15377_length_1885_cov_1.484323	50
SRR3962773	NODE_16005_length_1839_cov_1.305172	44
SRR3962773	NODE_16405_length_1816_cov_1.898660	60
SRR3962773	NODE_16410_length_1816_cov_1.433314	46
SRR3962773	NODE_16851_length_1789_cov_2.368639	68
SRR3962773	NODE_16937_length_1784_cov_4.008902	112
SRR3962773	NODE_17096_length_1775_cov_1.223150	39
SRR3962773	NODE_17154_length_1772_cov_2.264196	69
SRR3962773	NODE_17178_length_1771_cov_2.367225	75
SRR3962773	NODE_17288_length_1766_cov_2.706659	81
SRR3962773	NODE_17714_length_1742_cov_2.247718	63
SRR3962773	NODE_17788_length_1738_cov_3.018914	93
SRR3962773	NODE_17957_length_1728_cov_2.669122	60
SRR3962773	NODE_18067_length_1722_cov_2.014787	53
SRR3962773	NODE_18075_length_1722_cov_1.360444	39
SRR3962773	NODE_18085_length_1721_cov_2.618989	69
SRR3962773	NODE_18447_length_1703_cov_1.785536	53
SRR3962773	NODE_18531_length_1698_cov_1.723577	46
SRR3962773	NODE_18805_length_1685_cov_2.365700	69
SRR3962773	NODE_18867_length_1682_cov_3.367656	91
SRR3962773	NODE_18963_length_1677_cov_1.370089	42
SRR3962773	NODE_19142_length_1667_cov_1.070153	32
SRR3962773	NODE_19537_length_1649_cov_2.054839	56
SRR3962773	NODE_19787_length_1637_cov_2.044863	53
SRR3962773	NODE_19825_length_1635_cov_2.431641	60
SRR3962773	NODE_19933_length_1629_cov_2.772549	59
SRR3962773	NODE_20034_length_1625_cov_2.135649	60
SRR3962773	NODE_20088_length_1623_cov_1.748688	47
SRR3962773	NODE_20142_length_1621_cov_1.473062	41
SRR3962773	NODE_20195_length_1618_cov_0.953917	25
SRR3962773	NODE_20817_length_1590_cov_1.731724	44
SRR3962773	NODE_20960_length_1584_cov_3.767677	93
SRR3962773	NODE_21016_length_1582_cov_3.273769	86
SRR3962773	NODE_21783_length_1550_cov_4.781530	135
SRR3962773	NODE_22061_length_1538_cov_3.352328	88
SRR3962773	NODE_22581_length_1518_cov_4.016913	90
SRR3962773	NODE_22708_length_1514_cov_1.543463	35
SRR3962773	NODE_22864_length_1508_cov_2.904187	71
SRR3962773	NODE_23250_length_1494_cov_1.331183	33
SRR3962773	NODE_23640_length_1480_cov_2.175959	53
SRR3962773	NODE_23653_length_1480_cov_1.646633	44
SRR3962773	NODE_23698_length_1479_cov_1.255072	34
SRR3962773	NODE_23882_length_1472_cov_1.436271	30
SRR3962773	NODE_24128_length_1463_cov_2.524194	63
SRR3962773	NODE_24998_length_1435_cov_2.511228	59
SRR3962773	NODE_25315_length_1425_cov_2.695324	67
SRR3962773	NODE_25317_length_1425_cov_2.545249	58
SRR3962773	NODE_25543_length_1419_cov_0.997727	26
SRR3962773	NODE_25676_length_1415_cov_1.426292	36
SRR3962773	NODE_25739_length_1413_cov_1.611872	39
SRR3962773	NODE_25864_length_1410_cov_1.562929	35
SRR3962773	NODE_26046_length_1405_cov_1.111792	21
SRR3962773	NODE_27111_length_1373_cov_1.951334	38
SRR3962773	NODE_27216_length_1370_cov_1.777341	38
SRR3962773	NODE_27667_length_1358_cov_1.438443	33
SRR3962773	NODE_27973_length_1350_cov_1.292566	28
SRR3962773	NODE_28656_length_1332_cov_2.857259	65
SRR3962773	NODE_28826_length_1328_cov_1.668023	42
SRR3962773	NODE_29063_length_1322_cov_2.004088	46
SRR3962773	NODE_30108_length_1297_cov_2.067613	48
SRR3962773	NODE_30533_length_1287_cov_1.820707	29
SRR3962773	NODE_31072_length_1274_cov_2.062128	42
SRR3962773	NODE_31218_length_1270_cov_2.645602	62
SRR3962773	NODE_33350_length_1226_cov_1.047915	17
SRR3962773	NODE_33462_length_1223_cov_1.975089	37
SRR3962773	NODE_33709_length_1219_cov_1.077679	22
SRR3962773	NODE_35026_length_1194_cov_1.004566	21
SRR3962773	NODE_35323_length_1188_cov_3.265381	59
SRR3962773	NODE_36211_length_1172_cov_1.635601	31
SRR3962773	NODE_37206_length_1156_cov_1.005676	21
SRR3962773	NODE_37363_length_1153_cov_2.791271	50
SRR3962773	NODE_37711_length_1147_cov_2.602099	48
SRR3962773	NODE_37921_length_1144_cov_1.798086	23
SRR3962773	NODE_38028_length_1142_cov_3.191755	47
SRR3962773	NODE_38513_length_1134_cov_2.888889	52
SRR3962773	NODE_39077_length_1125_cov_1.850877	32
SRR3962773	NODE_39667_length_1117_cov_1.225933	23
SRR3962773	NODE_39893_length_1113_cov_1.827416	33
SRR3962773	NODE_39905_length_1113_cov_1.468442	22
SRR3962773	NODE_40103_length_1111_cov_0.828063	13
SRR3962773	NODE_40205_length_1109_cov_1.535644	29
SRR3962773	NODE_40206_length_1109_cov_1.529703	28
SRR3962773	NODE_40252_length_1108_cov_2.537166	46
SRR3962773	NODE_41555_length_1090_cov_1.377397	27
SRR3962773	NODE_42143_length_1081_cov_2.301426	40
SRR3962773	NODE_42144_length_1081_cov_2.195519	38
SRR3962773	NODE_43513_length_1063_cov_2.280083	34
SRR3962773	NODE_43755_length_1060_cov_2.840791	58
SRR3962773	NODE_44549_length_1050_cov_4.462671	67
SRR3962773	NODE_44647_length_1049_cov_1.337895	23
SRR3962773	NODE_45281_length_1041_cov_1.927813	36
SRR3962773	NODE_46011_length_1033_cov_1.187366	20
SRR3962773	NODE_46097_length_1032_cov_0.951768	11
SRR3962773	NODE_47129_length_1020_cov_1.180239	20
SRR3962773	NODE_48436_length_1006_cov_0.802646	13
SRR3967319	NODE_532_length_7875_cov_6.709748	1098
SRR3967319	NODE_1324_length_5290_cov_2.798690	321
SRR3967319	NODE_1438_length_5081_cov_2.077278	219
SRR3967319	NODE_1927_length_4435_cov_1.754382	163
SRR3967319	NODE_1939_length_4426_cov_1.873122	168
SRR3967319	NODE_2972_length_3612_cov_1.947908	156
SRR3967319	NODE_3051_length_3565_cov_2.302943	165
SRR3967319	NODE_3155_length_3506_cov_1.910185	144
SRR3967319	NODE_3513_length_3331_cov_1.370050	100
SRR3967319	NODE_3744_length_3234_cov_3.039234	206
SRR3967319	NODE_4070_length_3114_cov_2.017247	135
SRR3967319	NODE_4498_length_2980_cov_2.130857	129
SRR3967319	NODE_4649_length_2932_cov_1.613837	98
SRR3967319	NODE_4755_length_2890_cov_1.764242	101
SRR3967319	NODE_5031_length_2814_cov_2.225783	132
SRR3967319	NODE_5136_length_2792_cov_2.105830	132
SRR3967319	NODE_6369_length_2519_cov_1.252066	65
SRR3967319	NODE_6437_length_2506_cov_2.321562	120
SRR3967319	NODE_6456_length_2504_cov_1.382121	70
SRR3967319	NODE_6837_length_2434_cov_3.312206	178
SRR3967319	NODE_7170_length_2380_cov_1.564665	77
SRR3967319	NODE_7649_length_2306_cov_2.247848	101
SRR3967319	NODE_7666_length_2304_cov_1.519728	72
SRR3967319	NODE_7739_length_2292_cov_1.402189	65
SRR3967319	NODE_7961_length_2262_cov_1.286177	63
SRR3967319	NODE_8002_length_2257_cov_1.066265	49
SRR3967319	NODE_8116_length_2241_cov_1.535014	70
SRR3967319	NODE_8262_length_2221_cov_1.690386	76
SRR3967319	NODE_8311_length_2214_cov_1.880378	89
SRR3967319	NODE_8349_length_2209_cov_2.106635	90
SRR3967319	NODE_8424_length_2200_cov_2.786292	134
SRR3967319	NODE_8519_length_2187_cov_1.907567	87
SRR3967319	NODE_8531_length_2186_cov_1.197413	50
SRR3967319	NODE_8662_length_2168_cov_1.288062	54
SRR3967319	NODE_8745_length_2158_cov_7.147159	211
SRR3967319	NODE_8859_length_2144_cov_2.410269	104
SRR3967319	NODE_9118_length_2113_cov_1.440914	59
SRR3967319	NODE_9130_length_2112_cov_1.775956	74
SRR3967319	NODE_9668_length_2058_cov_1.578356	66
SRR3967319	NODE_9778_length_2047_cov_1.661704	69
SRR3967319	NODE_9907_length_2032_cov_1.742369	68
SRR3967319	NODE_9999_length_2023_cov_0.911642	35
SRR3967319	NODE_10103_length_2012_cov_1.866702	70
SRR3967319	NODE_10219_length_2000_cov_3.115203	131
SRR3967319	NODE_10225_length_2000_cov_1.756444	73
SRR3967319	NODE_10250_length_1997_cov_1.829821	76
SRR3967319	NODE_10643_length_1960_cov_1.819989	71
SRR3967319	NODE_10798_length_1947_cov_1.908550	67
SRR3967319	NODE_11348_length_1900_cov_1.928373	76
SRR3967319	NODE_11709_length_1871_cov_1.785553	67
SRR3967319	NODE_11918_length_1855_cov_2.087130	80
SRR3967319	NODE_11985_length_1849_cov_1.758857	59
SRR3967319	NODE_12253_length_1832_cov_1.177149	39
SRR3967319	NODE_12419_length_1820_cov_2.660081	103
SRR3967319	NODE_12486_length_1816_cov_1.316249	46
SRR3967319	NODE_12549_length_1812_cov_1.011675	39
SRR3967319	NODE_13900_length_1725_cov_3.135916	105
SRR3967319	NODE_14392_length_1698_cov_0.898687	33
SRR3967319	NODE_14421_length_1696_cov_2.110833	70
SRR3967319	NODE_14747_length_1678_cov_1.959468	67
SRR3967319	NODE_15245_length_1653_cov_1.360360	46
SRR3967319	NODE_15438_length_1643_cov_1.613342	56
SRR3967319	NODE_15640_length_1633_cov_1.606910	53
SRR3967319	NODE_16048_length_1612_cov_1.362194	42
SRR3967319	NODE_16216_length_1604_cov_1.923588	59
SRR3967319	NODE_17466_length_1548_cov_1.477571	40
SRR3967319	NODE_18083_length_1523_cov_1.490871	47
SRR3967319	NODE_18437_length_1509_cov_1.427660	45
SRR3967319	NODE_18998_length_1487_cov_1.975504	57
SRR3967319	NODE_18999_length_1487_cov_1.960375	59
SRR3967319	NODE_19453_length_1470_cov_2.264770	68
SRR3967319	NODE_19894_length_1454_cov_1.478229	43
SRR3967319	NODE_19957_length_1452_cov_0.976349	27
SRR3967319	NODE_19966_length_1451_cov_2.657544	78
SRR3967319	NODE_20244_length_1442_cov_1.250186	34
SRR3967319	NODE_20498_length_1433_cov_1.944528	50
SRR3967319	NODE_21193_length_1411_cov_1.647104	48
SRR3967319	NODE_21394_length_1405_cov_1.401991	43
SRR3967319	NODE_21611_length_1398_cov_1.773672	51
SRR3967319	NODE_21620_length_1398_cov_1.501155	41
SRR3967319	NODE_21732_length_1395_cov_1.062500	29
SRR3967319	NODE_21794_length_1393_cov_1.380989	40
SRR3967319	NODE_21862_length_1391_cov_1.196594	33
SRR3967319	NODE_21889_length_1390_cov_1.711851	51
SRR3967319	NODE_22156_length_1382_cov_1.540140	42
SRR3967319	NODE_22275_length_1379_cov_1.711719	45
SRR3967319	NODE_23164_length_1353_cov_1.356459	36
SRR3967319	NODE_23312_length_1349_cov_1.150400	32
SRR3967319	NODE_24078_length_1328_cov_1.626526	40
SRR3967319	NODE_24972_length_1305_cov_0.928690	25
SRR3967319	NODE_25028_length_1303_cov_1.474252	37
SRR3967319	NODE_26176_length_1274_cov_1.683404	44
SRR3967319	NODE_27545_length_1243_cov_1.038462	23
SRR3967319	NODE_27571_length_1242_cov_1.619423	39
SRR3967319	NODE_28037_length_1231_cov_1.580389	43
SRR3967319	NODE_28209_length_1227_cov_1.788121	45
SRR3967319	NODE_28282_length_1226_cov_0.979592	23
SRR3967319	NODE_28346_length_1224_cov_1.816000	43
SRR3967319	NODE_28357_length_1224_cov_1.424000	33
SRR3967319	NODE_29298_length_1206_cov_1.582656	40
SRR3967319	NODE_29445_length_1203_cov_1.662138	44
SRR3967319	NODE_29575_length_1200_cov_1.482289	33
SRR3967319	NODE_30036_length_1190_cov_1.759853	46
SRR3967319	NODE_30056_length_1190_cov_1.238313	27
SRR3967319	NODE_31025_length_1172_cov_1.145387	24
SRR3967319	NODE_31040_length_1172_cov_0.791240	19
SRR3967319	NODE_32122_length_1152_cov_1.645774	37
SRR3967319	NODE_32404_length_1147_cov_2.180344	49
SRR3967319	NODE_32420_length_1147_cov_1.471374	29
SRR3967319	NODE_33898_length_1124_cov_0.882927	22
SRR3967319	NODE_33932_length_1123_cov_1.185547	27
SRR3967319	NODE_34020_length_1121_cov_2.445205	55
SRR3967319	NODE_34465_length_1114_cov_3.058128	67
SRR3967319	NODE_34771_length_1109_cov_2.051485	44
SRR3967319	NODE_34955_length_1106_cov_1.750745	39
SRR3967319	NODE_35033_length_1105_cov_1.379722	26
SRR3967319	NODE_35068_length_1104_cov_6.305473	105
SRR3967319	NODE_37174_length_1075_cov_1.405738	30
SRR3967319	NODE_37708_length_1068_cov_1.282766	27
SRR3967319	NODE_37837_length_1066_cov_1.773526	37
SRR3967319	NODE_37860_length_1066_cov_1.341262	28
SRR3967319	NODE_38610_length_1056_cov_1.535005	32
SRR3967319	NODE_38888_length_1052_cov_2.202518	46
SRR3967319	NODE_39223_length_1048_cov_1.172813	24
SRR3967319	NODE_39680_length_1042_cov_1.109226	25
SRR3967319	NODE_40183_length_1036_cov_1.068303	19
SRR3967319	NODE_40668_length_1030_cov_1.165414	23
SRR3967319	NODE_41247_length_1023_cov_0.955628	21
SRR3967319	NODE_41295_length_1022_cov_1.332611	25
SRR3967319	NODE_41788_length_1016_cov_1.787350	40
SRR3967319	NODE_41851_length_1015_cov_2.746725	56
SRR3967319	NODE_42239_length_1011_cov_1.361842	23
SRR3967319	NODE_42564_length_1008_cov_0.658966	15
SRR3966130	NODE_84_length_17462_cov_3.606808	1366
SRR3966130	NODE_138_length_14565_cov_2.434398	771
SRR3966130	NODE_243_length_11467_cov_2.277270	563
SRR3966130	NODE_269_length_10889_cov_3.864690	863
SRR3966130	NODE_362_length_9502_cov_2.159630	450
SRR3966130	NODE_431_length_8491_cov_3.639299	658
SRR3966130	NODE_468_length_8193_cov_2.427230	438
SRR3966130	NODE_489_length_7907_cov_5.076332	842
SRR3966130	NODE_508_length_7741_cov_2.232138	381
SRR3966130	NODE_511_length_7710_cov_1.745237	299
SRR3966130	NODE_527_length_7602_cov_2.712648	439
SRR3966130	NODE_613_length_6982_cov_2.786285	426
SRR3966130	NODE_629_length_6902_cov_2.387623	358
SRR3966130	NODE_644_length_6832_cov_2.630031	396
SRR3966130	NODE_678_length_6653_cov_2.981080	433
SRR3966130	NODE_704_length_6515_cov_2.522600	359
SRR3966130	NODE_729_length_6423_cov_2.169987	304
SRR3966130	NODE_753_length_6317_cov_2.471373	347
SRR3966130	NODE_828_length_6069_cov_2.119765	280
SRR3966130	NODE_831_length_6064_cov_2.767645	363
SRR3966130	NODE_835_length_6054_cov_2.321411	318
SRR3966130	NODE_943_length_5650_cov_3.172582	394
SRR3966130	NODE_960_length_5591_cov_2.069920	249
SRR3966130	NODE_977_length_5542_cov_2.917325	360
SRR3966130	NODE_991_length_5496_cov_2.396702	294
SRR3966130	NODE_1072_length_5291_cov_2.273305	255
SRR3966130	NODE_1081_length_5278_cov_2.150994	246
SRR3966130	NODE_1134_length_5158_cov_3.395928	375
SRR3966130	NODE_1136_length_5157_cov_2.110716	234
SRR3966130	NODE_1304_length_4794_cov_2.226198	242
SRR3966130	NODE_1346_length_4718_cov_2.060836	210
SRR3966130	NODE_1375_length_4669_cov_2.484026	241
SRR3966130	NODE_1391_length_4643_cov_2.295995	226
SRR3966130	NODE_1432_length_4575_cov_2.988382	288
SRR3966130	NODE_1444_length_4560_cov_2.241650	237
SRR3966130	NODE_1468_length_4515_cov_2.449275	232
SRR3966130	NODE_1577_length_4360_cov_2.177893	214
SRR3966130	NODE_1592_length_4340_cov_3.761141	352
SRR3966130	NODE_1772_length_4121_cov_2.512680	230
SRR3966130	NODE_1866_length_4012_cov_1.673907	146
SRR3966130	NODE_1902_length_3972_cov_2.145107	179
SRR3966130	NODE_2046_length_3832_cov_2.387892	202
SRR3966130	NODE_2122_length_3750_cov_1.938647	155
SRR3966130	NODE_2127_length_3742_cov_2.585232	212
SRR3966130	NODE_2131_length_3738_cov_1.730146	137
SRR3966130	NODE_2135_length_3735_cov_2.548955	203
SRR3966130	NODE_2176_length_3703_cov_2.073252	165
SRR3966130	NODE_2276_length_3632_cov_2.437305	177
SRR3966130	NODE_2309_length_3610_cov_2.549131	196
SRR3966130	NODE_2452_length_3505_cov_2.308867	173
SRR3966130	NODE_2539_length_3453_cov_2.872987	217
