featureid	ERR599164	SRR3963458	SRR3963457	ERR598999	SRR3965758	ERR599124	ERR599004	SRR3968062	ERR599034	ERR599127	ERR599067	ERR599083	SRR3963982	ERR599055	SRR3968061	SRR3962773	ERR599072	SRR3963622	ERR599152	ERR599167	ERR599159	ERR599015	ERR599175	ERR599051	ERR598980	ERR599076	SRR3966130	SRR3960579	ERR599128	ERR598964	ERR599085	ERR599062	SRR3960577	ERR599109	SRR3965873	SRR3963449	SRR3967690	ERR599112	ERR598944	ERR599131	ERR599166	SRR3965874	SRR3968777	ERR599096	ERR598958	SRR3961935	SRR3961906	SRR3963804	SRR3961047	SRR3960575	SRR3965586	ERR599031	ERR599033	ERR599000	ERR599048	ERR598947	SRR3967700	ERR599008	ERR599172	ERR599021	ERR598960	ERR599047	ERR599005	ERR599154	SRR3962680	ERR598971	SRR3967319	ERR599086	ERR599071	ERR598985	SRR3960578	ERR599044	ERR599149	ERR599125	ERR599060	ERR599037	SRR3962293	SRR3965592	ERR599115	ERR599132	ERR599020
Alteromonas macleodii	815629.0	118576.0	84136.0	93381.0	32407.0	94475.0	635451.0	964120.0	258421.0	398504.0	1497501.0	95805.0	681067.0	661264.0	276771.0	261263.0	1593853.0	98779.0	399651.0	702099.0	650302.0	397985.0	640862.0	642891.0	5838538.0	399857.0	311084.0	43774.0	1332737.0	409074.0	118698.0	3502033.0	295068.0	295437.0	79873.0	22049.0	452419.0	109631.0	146947.0	299075.0	284077.0	44537.0	335449.0	93231.0	680185.0	25046.0	17541.0	18471.0	40764.0	356333.0	578468.0	607488.0	94222.0	1821477.0	495696.0	1346262.0	424761.0	13096.0	165987.0	474580.0	1680506.0	100371.0	1079658.0	278124.0	33648.0	7644077.0	389299.0	1651436.0	602026.0	3330504.0	551247.0	3694498.0	627171.0	3185.0	641037.0	387967.0	110683.0	112171.0	1037943.0	3646922.0	1600997.0
Alteromonas mediterranea	14044.0	3908.0	6596.0	7796.0	17690.0	5315.0	16797.0	94278.0	11397.0	67706.0	102438.0	9041.0	58093.0	44653.0	7499.0	42673.0	91176.0	8935.0	68556.0	46930.0	36347.0	69099.0	17460.0	16694.0	130100.0	66222.0	53647.0	13769.0	91111.0	93161.0	29700.0	162129.0	91694.0	20077.0	16286.0	6022.0	29844.0	5887.0	40639.0	19040.0	35849.0	12548.0	29492.0	7219.0	16036.0	3536.0	7497.0	4926.0	5383.0	56285.0	77217.0	28531.0	7469.0	118541.0	77681.0	42613.0	24878.0	3693.0	14171.0	8882.0	77030.0	37938.0	169917.0	18655.0	3757.0	523101.0	62493.0	90428.0	149255.0	155167.0	184385.0	634037.0	103216.0	738.0	17564.0	32484.0	18688.0	9445.0	53003.0	248635.0	47462.0
Alteromonas sp. B31-7	14517.0	1118.0	7366.0	21113.0	590.0	746.0	6128.0	5727.0	87075.0	552337.0	8926.0	21830.0	8254.0	11650.0	338.0	3629.0	41496.0	830.0	554318.0	3640.0	5543.0	555669.0	5987.0	5367.0	14440.0	552584.0	5906.0	277.0	23479.0	101895.0	12232.0	11226.0	12304.0	1302.0	643.0	1478.0	1573.0	13669.0	33333.0	147246.0	42241.0	1889.0	1228.0	20493.0	22587.0	0.0	0.0	340.0	0.0	3355.0	1910.0	1811.0	21440.0	192491.0	707065.0	167628.0	2324.0	22274.0	4376.0	8246.0	561134.0	33137.0	1548548.0	29431.0	1319.0	44788.0	4928.0	98087.0	66497.0	270223.0	39594.0	7329947.0	1244143.0	5025.0	6258.0	10547.0	1318.0	943.0	36227.0	63323.0	42398.0
Alteromonas sp. RW2A1	2311.0	169.0	316.0	1075.0	101.0	675.0	9303.0	8442.0	980.0	14420.0	8150.0	1045.0	1086.0	7982.0	216.0	413.0	12253.0	816.0	14440.0	959.0	4594.0	14300.0	9752.0	9751.0	19871.0	14483.0	871.0	175.0	16098.0	2450.0	2457.0	5136.0	692.0	426.0	192.0	86.0	622.0	467.0	1334.0	4131.0	1832.0	124.0	658.0	1079.0	3229.0	62.0	0.0	141.0	56.0	516.0	2143.0	856.0	1100.0	13625.0	10304.0	9493.0	2550.0	224.0	400.0	1273.0	6929.0	856.0	22111.0	2088.0	91.0	42154.0	569.0	12561.0	12792.0	75256.0	1794.0	139803.0	24113.0	0.0	9547.0	1050.0	260.0	504.0	5454.0	44396.0	14512.0
Alteromonas sp. MB-3u-76	1064.0	93.0	58.0	430.0	165.0	96.0	455.0	6449.0	304.0	1709.0	2079.0	364.0	205.0	728.0	969.0	113.0	1063.0	515.0	1546.0	657.0	813.0	1369.0	457.0	479.0	846.0	1482.0	519.0	122.0	1301.0	455.0	637.0	2143.0	256.0	300.0	244.0	0.0	444.0	0.0	119.0	722.0	302.0	50.0	1424.0	283.0	0.0	0.0	0.0	76.0	0.0	93.0	855.0	431.0	335.0	6156.0	4500.0	957.0	1427.0	202.0	318.0	669.0	1669.0	140.0	10196.0	959.0	0.0	10260.0	400.0	2005.0	3316.0	23799.0	466.0	34385.0	5848.0	0.0	485.0	632.0	45.0	383.0	422.0	3834.0	2215.0
Alteromonas sp. RKMC-009	267.0	2265.0	5479.0	64.0	29.0	187.0	14674.0	511.0	111.0	5202.0	770.0	51.0	843.0	335.0	37.0	1343.0	616.0	4329.0	5072.0	44772.0	1400.0	5094.0	14959.0	15112.0	36421.0	5084.0	132.0	770.0	629.0	1648.0	76.0	4468.0	357.0	18491.0	26.0	180.0	376.0	97.0	2556.0	232.0	3101.0	30.0	28.0	68.0	1015.0	160.0	259.0	704.0	359.0	254.0	711.0	786.0	63.0	908.0	361.0	1125.0	263.0	34.0	542.0	184.0	895.0	572.0	779.0	116.0	137.0	4066.0	209.0	1249.0	355.0	76960.0	827.0	3293.0	586.0	0.0	14963.0	1265.0	365.0	115.0	18337.0	1840.0	1759.0
Alteromonas sp. BL110	47.0	34.0	0.0	32.0	0.0	0.0	264.0	74.0	128.0	812.0	84.0	33.0	47.0	136.0	0.0	26.0	593.0	0.0	773.0	105.0	88.0	860.0	294.0	273.0	363.0	820.0	64.0	20.0	269.0	158.0	38.0	365.0	33.0	46.0	0.0	0.0	23.0	338.0	77.0	104.0	140.0	0.0	0.0	38.0	65.0	0.0	0.0	0.0	0.0	28.0	39.0	66.0	35.0	418.0	943.0	233.0	14.0	0.0	49.0	34.0	737.0	73.0	2015.0	54.0	0.0	458.0	53.0	326.0	236.0	1029.0	176.0	5019.0	828.0	0.0	272.0	88.0	0.0	0.0	147.0	715.0	214.0
Alteromonas sp. LMIT006	16.0	0.0	0.0	0.0	0.0	0.0	134.0	12.0	0.0	92.0	129.0	0.0	14.0	294.0	0.0	0.0	372.0	0.0	113.0	36.0	103.0	95.0	147.0	133.0	559.0	82.0	0.0	0.0	570.0	0.0	33.0	41.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	130.0	20.0	39.0	12.0	0.0	0.0	0.0	49.0	0.0	73.0	19.0	0.0	732.0	13.0	142.0	144.0	138.0	36.0	277.0	40.0	0.0	129.0	17.0	0.0	0.0	105.0	1576.0	362.0
Alteromonas sp. 76-1	24.0	0.0	0.0	37.0	0.0	0.0	19.0	122.0	96.0	1203.0	37.0	49.0	0.0	206.0	28.0	0.0	114.0	0.0	1226.0	0.0	0.0	1205.0	0.0	31.0	46.0	1068.0	0.0	0.0	425.0	182.0	189.0	45.0	31.0	0.0	0.0	0.0	0.0	33.0	64.0	325.0	74.0	0.0	105.0	59.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	568.0	1464.0	512.0	0.0	0.0	0.0	0.0	649.0	74.0	3029.0	96.0	0.0	199.0	22.0	262.0	1008.0	529.0	117.0	12808.0	2027.0	0.0	23.0	30.0	0.0	0.0	86.0	1128.0	129.0
Alteromonas australica	21823.0	6810.0	4750.0	15510.0	1071.0	964.0	4282.0	19437.0	124153.0	402583.0	4297.0	15151.0	13574.0	6909.0	675.0	6325.0	43591.0	885.0	399105.0	3490.0	6539.0	398074.0	4344.0	4227.0	6184.0	402351.0	20896.0	814.0	13081.0	71515.0	13311.0	10778.0	14509.0	1296.0	1195.0	1231.0	5252.0	66078.0	22504.0	285990.0	33213.0	2053.0	1272.0	15204.0	12343.0	186.0	230.0	273.0	174.0	4973.0	2870.0	1898.0	15025.0	271132.0	639451.0	302460.0	3909.0	13924.0	4497.0	12684.0	804254.0	26819.0	1400456.0	41229.0	1029.0	21173.0	9964.0	70652.0	68380.0	220194.0	77515.0	14426599.0	2451117.0	3343.0	4197.0	11593.0	2682.0	2108.0	25333.0	37188.0	27210.0
Alteromonas naphthalenivorans	299.0	0.0	52.0	437.0	0.0	47.0	313.0	788.0	217.0	493.0	806.0	496.0	150.0	1453.0	67.0	58.0	712.0	118.0	419.0	92.0	340.0	400.0	277.0	281.0	687.0	491.0	132.0	60.0	2957.0	293.0	1021.0	206.0	101.0	34.0	0.0	0.0	173.0	100.0	165.0	1507.0	113.0	35.0	257.0	462.0	118.0	0.0	0.0	0.0	0.0	86.0	83.0	42.0	453.0	3036.0	1581.0	3072.0	142.0	142.0	58.0	168.0	1388.0	44.0	3467.0	479.0	0.0	3959.0	115.0	1117.0	5051.0	1052.0	263.0	50630.0	8724.0	75.0	314.0	112.0	51.0	112.0	584.0	8450.0	2464.0
Alteromonas pelagimontana	64.0	0.0	0.0	26.0	0.0	0.0	147.0	60.0	35.0	116.0	185.0	26.0	50.0	64.0	0.0	19.0	91.0	18.0	92.0	19.0	16.0	112.0	125.0	121.0	75.0	93.0	17.0	0.0	175.0	25.0	19.0	53.0	26.0	0.0	0.0	0.0	151.0	23.0	60.0	13.0	59.0	0.0	16.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	83.0	95.0	33.0	41.0	18.0	0.0	21.0	273.0	0.0	200.0	14.0	0.0	1051.0	64.0	168.0	109.0	452.0	157.0	421.0	62.0	0.0	126.0	30.0	0.0	0.0	59.0	420.0	425.0
Alteromonas stellipolaris	578.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	1183.0	0.0	221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	166.0	0.0	0.0	0.0	402.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3592.0	2920.0	8784.0	0.0	0.0	0.0	320.0	7845.0	0.0	7555.0	393.0	0.0	1301.0	0.0	250.0	834.0	1936.0	385.0	223884.0	36163.0	0.0	0.0	0.0	0.0	0.0	202.0	298.0	0.0
Salinimonas iocasae	2931.0	25.0	22.0	65.0	17.0	0.0	1753.0	27.0	313.0	84.0	200.0	67.0	58.0	98.0	0.0	119.0	5725.0	86.0	82.0	41.0	139.0	92.0	1795.0	1827.0	354.0	96.0	1158.0	57.0	209.0	767.0	0.0	34.0	64.0	21.0	46.0	33.0	79.0	141.0	206.0	0.0	348.0	0.0	0.0	61.0	51.0	19.0	17.0	0.0	47.0	67.0	123.0	0.0	68.0	586.0	112.0	57.0	65.0	552.0	0.0	1725.0	2187.0	102.0	229.0	115.0	0.0	940.0	136.0	355.0	24.0	74529.0	64.0	383.0	70.0	120.0	1874.0	41.0	31.0	17.0	2046.0	571.0	399.0
Salinimonas sediminis	477.0	23.0	51.0	127.0	158.0	38.0	200.0	223.0	390.0	2502.0	831.0	171.0	643.0	205.0	19.0	201.0	335.0	187.0	2502.0	127.0	178.0	2549.0	219.0	181.0	126.0	2409.0	175.0	157.0	274.0	591.0	113.0	280.0	133.0	90.0	108.0	17.0	7444.0	0.0	283.0	318.0	559.0	75.0	44.0	143.0	180.0	29.0	0.0	0.0	0.0	86.0	399.0	75.0	161.0	895.0	2819.0	612.0	81.0	676.0	175.0	226.0	2692.0	178.0	6131.0	111.0	0.0	4271.0	539.0	1035.0	464.0	2732.0	182.0	14678.0	2510.0	193.0	185.0	381.0	190.0	130.0	429.0	848.0	665.0
Saccharobesus litoralis	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	23.0	15.0	0.0	16.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	51.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0
Hydrocarboniclastica marina	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	62.0	0.0	28.0	0.0	0.0	19.0	0.0	13.0	0.0	0.0	32.0	0.0	0.0	28.0	13.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	35.0	0.0
Pseudoalteromonas sp. SCSIO 43088	283.0	382.0	1142.0	525.0	255.0	1755.0	9300.0	2037.0	118.0	29792.0	7909.0	376.0	11183.0	367.0	127.0	1716.0	2514.0	428.0	30794.0	4237.0	9441.0	30118.0	9359.0	9553.0	4032.0	31199.0	590.0	2788.0	746.0	116.0	405.0	109365.0	17690.0	1601.0	159.0	371.0	292.0	189.0	347.0	6288.0	3202.0	3839.0	1513.0	384.0	1604.0	1311.0	339.0	0.0	369.0	5906.0	43354.0	18785.0	339.0	6919.0	981.0	33646.0	180.0	927.0	4249.0	173.0	511.0	183.0	2332.0	1200.0	157.0	40901.0	87.0	14488.0	1808.0	88609.0	42284.0	5512.0	905.0	189.0	9363.0	9975.0	3578.0	3541.0	68025.0	1822.0	5258.0
Pseudoalteromonas sp. APM04	224.0	496.0	693.0	0.0	988.0	0.0	226.0	11941.0	0.0	0.0	0.0	0.0	856.0	171.0	1196.0	236.0	0.0	1470.0	0.0	1287.0	0.0	0.0	0.0	234.0	0.0	0.0	1909.0	0.0	249.0	0.0	503.0	1950.0	635.0	798.0	2546.0	238.0	3244.0	0.0	0.0	1086.0	0.0	1789.0	24115.0	0.0	0.0	0.0	0.0	0.0	0.0	1535.0	3638.0	208.0	0.0	204.0	0.0	2914.0	1558.0	613.0	225.0	136.0	0.0	0.0	1195.0	0.0	0.0	181.0	4372.0	0.0	1920.0	1099.0	580.0	52033.0	9196.0	0.0	230.0	683.0	237.0	4471.0	193.0	611.0	0.0
Pseudoalteromonas sp. THAF3	46.0	0.0	0.0	532.0	277.0	0.0	167.0	0.0	0.0	0.0	0.0	586.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	216.0	188.0	38.0	0.0	54.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	2767.0	0.0	0.0	0.0	0.0	0.0	0.0	696.0	0.0	583.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	487.0	249.0	0.0	0.0	0.0	0.0	0.0	33.0	38.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	409.0	54.0	0.0	0.0	0.0	133.0	0.0	0.0	167.0	76.0	0.0	64.0
Pseudoalteromonas sp. SCSIO 43101	27.0	0.0	53.0	0.0	995.0	49.0	3397.0	3063.0	0.0	10867.0	937.0	58.0	855.0	339.0	125.0	46.0	128.0	0.0	10928.0	77.0	177.0	10674.0	3579.0	3491.0	1119.0	10807.0	2563.0	45.0	691.0	57.0	573.0	3028.0	1849.0	42.0	760.0	0.0	2030.0	100.0	67.0	846.0	429.0	306.0	292.0	0.0	717.0	0.0	0.0	0.0	0.0	195.0	1275.0	496.0	44.0	377.0	141.0	5091.0	442.0	830.0	332.0	0.0	52.0	201.0	326.0	55.0	0.0	4756.0	270.0	553.0	2324.0	27243.0	4198.0	1465.0	282.0	265.0	3625.0	721.0	73.0	4006.0	3322.0	1732.0	545.0
Pseudoalteromonas sp. CF6-2	66.0	703.0	964.0	0.0	5948.0	0.0	2123.0	15507.0	61.0	211.0	700.0	0.0	25202.0	60.0	0.0	0.0	572.0	875.0	401.0	359.0	304.0	277.0	2179.0	2197.0	736.0	264.0	65496.0	0.0	147.0	1060.0	0.0	6328.0	2302.0	237.0	9398.0	0.0	11553.0	0.0	4365.0	3197.0	11287.0	28551.0	0.0	0.0	1562.0	0.0	0.0	0.0	0.0	634.0	60190.0	965.0	0.0	864.0	0.0	14135.0	1075.0	403.0	337.0	59.0	421.0	584.0	511.0	130.0	0.0	3506.0	2675.0	1870.0	967.0	291583.0	3654.0	7694.0	1353.0	0.0	2443.0	713.0	0.0	27145.0	16774.0	382.0	4494.0
Pseudoalteromonas donghaensis	2619.0	0.0	2507.0	2674.0	0.0	1816.0	9443.0	5168.0	2386.0	7317.0	20278.0	2463.0	26274.0	522.0	0.0	4497.0	3909.0	1411.0	6303.0	8936.0	6449.0	7304.0	8452.0	7576.0	6997.0	8017.0	4185.0	6347.0	767.0	984.0	2325.0	265827.0	70898.0	3689.0	0.0	656.0	1672.0	816.0	0.0	53770.0	6322.0	8052.0	0.0	2049.0	1991.0	3000.0	1318.0	0.0	1223.0	20594.0	64464.0	43347.0	2896.0	33294.0	22050.0	252208.0	1699.0	11491.0	27183.0	1598.0	13923.0	0.0	48977.0	5793.0	1029.0	102972.0	0.0	34631.0	7348.0	572339.0	142182.0	191885.0	33824.0	4776.0	8854.0	62269.0	8033.0	5696.0	119005.0	2506.0	24650.0
Pseudoalteromonas shioyasakiensis	194.0	80.0	259.0	132.0	71.0	292.0	1565.0	412.0	232.0	4196.0	2039.0	134.0	2296.0	60.0	0.0	489.0	634.0	145.0	4504.0	1708.0	1483.0	4030.0	1730.0	1676.0	1107.0	4331.0	189.0	575.0	90.0	0.0	337.0	38580.0	5054.0	1109.0	58.0	63.0	227.0	63.0	56.0	3745.0	1153.0	586.0	127.0	147.0	854.0	304.0	70.0	0.0	73.0	1541.0	9422.0	9862.0	93.0	2048.0	508.0	20339.0	100.0	255.0	1372.0	85.0	1606.0	106.0	1292.0	343.0	0.0	10040.0	75.0	4475.0	1264.0	53213.0	10669.0	6072.0	1077.0	92.0	1654.0	2720.0	867.0	548.0	16501.0	225.0	1566.0
Pseudoalteromonas issachenkonii	354.0	0.0	0.0	0.0	0.0	0.0	0.0	2953.0	103.0	0.0	347.0	0.0	3374.0	0.0	0.0	458.0	3081.0	0.0	0.0	0.0	1334.0	0.0	0.0	0.0	0.0	0.0	346.0	0.0	0.0	1369.0	0.0	1083.0	391.0	0.0	0.0	0.0	578.0	3507.0	774.0	5377.0	433.0	0.0	12950.0	0.0	0.0	0.0	0.0	0.0	0.0	774.0	2041.0	0.0	0.0	2051.0	3147.0	15893.0	0.0	2477.0	295.0	114.0	734.0	3034.0	6725.0	349.0	0.0	1840.0	0.0	904.0	1053.0	1938.0	996.0	278422.0	47824.0	1000.0	0.0	730.0	0.0	1319.0	348.0	186.0	337.0
Pseudoalteromonas piscicida	90.0	0.0	0.0	0.0	0.0	0.0	0.0	171.0	0.0	581.0	1053.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	537.0	0.0	145.0	451.0	109.0	0.0	114.0	519.0	57.0	0.0	0.0	0.0	0.0	176.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	180.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	240.0	650.0	0.0	0.0	76.0	64.0	27.0	0.0	965.0	0.0	0.0	4814.0	0.0	1368.0	0.0	8775.0	255.0	2281.0	372.0	0.0	0.0	139.0	0.0	0.0	281.0	0.0	1495.0
Pseudoalteromonas ruthenica	40.0	0.0	0.0	1020.0	459.0	0.0	135.0	0.0	0.0	0.0	47.0	1349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	183.0	219.0	34.0	0.0	107.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	6098.0	0.0	0.0	0.0	0.0	0.0	0.0	1507.0	0.0	964.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	992.0	255.0	0.0	0.0	0.0	0.0	0.0	38.0	35.0	0.0	149.0	0.0	0.0	131.0	0.0	0.0	0.0	970.0	0.0	102.0	0.0	0.0	136.0	0.0	0.0	424.0	70.0	0.0	104.0
Pseudoalteromonas spongiae	14.0	0.0	0.0	0.0	0.0	22.0	0.0	20.0	0.0	0.0	20.0	0.0	0.0	976.0	0.0	0.0	0.0	0.0	0.0	19.0	250.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	2113.0	0.0	0.0	88.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	19.0	0.0	79.0	261.0	33.0	0.0	0.0	706.0	0.0	0.0	0.0	671.0	0.0	0.0	132.0	0.0	15.0	0.0	516.0	0.0	152.0	17.0	0.0	0.0	1754.0	0.0	0.0	49.0	5450.0	22.0
Idiomarina sp. X4	1048.0	0.0	109.0	125.0	0.0	190.0	634.0	0.0	417.0	51.0	2422.0	181.0	83.0	150.0	0.0	87.0	1544.0	0.0	63.0	180.0	1435.0	63.0	669.0	619.0	189.0	66.0	5237.0	0.0	302.0	1486.0	0.0	61.0	153.0	73.0	85.0	43.0	1204.0	52.0	1728.0	0.0	232.0	0.0	0.0	156.0	33.0	0.0	0.0	0.0	229.0	252.0	181.0	0.0	126.0	3451.0	395.0	0.0	37.0	108.0	97.0	563.0	2962.0	122.0	1004.0	592.0	0.0	12338.0	224.0	771.0	68.0	2123.0	585.0	1794.0	392.0	0.0	641.0	204.0	131.0	119.0	4526.0	894.0	4677.0
Idiomarina sp. OT37-5b	337.0	0.0	0.0	53.0	0.0	59.0	217.0	0.0	124.0	19.0	664.0	72.0	57.0	0.0	0.0	0.0	355.0	104.0	17.0	281.0	389.0	23.0	250.0	236.0	199.0	0.0	250.0	0.0	48.0	152.0	0.0	98.0	25.0	113.0	0.0	0.0	30.0	377.0	217.0	44.0	47.0	0.0	0.0	53.0	29.0	0.0	0.0	54.0	0.0	58.0	99.0	36.0	63.0	287.0	116.0	90.0	0.0	0.0	191.0	181.0	979.0	101.0	319.0	57.0	0.0	3660.0	0.0	160.0	54.0	7880.0	89.0	1849.0	341.0	0.0	239.0	375.0	0.0	24.0	3636.0	120.0	381.0
Idiomarina loihiensis	137.0	962.0	1203.0	212.0	461.0	82.0	944.0	1918.0	84.0	1873.0	14731.0	215.0	1710.0	433.0	402.0	13655.0	2841.0	234.0	1894.0	124.0	630.0	1798.0	987.0	950.0	1093.0	1867.0	5815.0	108.0	900.0	3356.0	1257.0	85.0	129.0	38.0	518.0	1716.0	41457.0	273.0	4518.0	626.0	1898.0	302.0	976.0	235.0	5128.0	459.0	443.0	293.0	153.0	309.0	513.0	26.0	238.0	1356.0	266.0	1297.0	4346.0	4032.0	87.0	97.0	543.0	1573.0	595.0	194.0	2897.0	75164.0	3750.0	670.0	6431.0	757.0	469.0	22941.0	3958.0	1015.0	960.0	184.0	8606.0	2288.0	1202.0	2461.0	2687.0
Idiomarina piscisalsi	424.0	0.0	45.0	74.0	0.0	171.0	318.0	0.0	290.0	28.0	1517.0	68.0	70.0	56.0	0.0	66.0	955.0	0.0	39.0	86.0	851.0	27.0	300.0	367.0	119.0	53.0	2542.0	0.0	108.0	1051.0	0.0	0.0	127.0	46.0	0.0	0.0	380.0	0.0	1069.0	0.0	115.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	78.0	146.0	114.0	0.0	81.0	2379.0	153.0	0.0	0.0	45.0	0.0	266.0	1464.0	0.0	310.0	334.0	0.0	8167.0	111.0	420.0	46.0	2944.0	324.0	1088.0	0.0	0.0	351.0	97.0	68.0	57.0	2801.0	264.0	3167.0
Idiomarina abyssalis	37.0	0.0	0.0	743.0	0.0	19.0	404.0	23.0	26.0	223.0	1839.0	744.0	0.0	32.0	0.0	23.0	238.0	0.0	194.0	0.0	147.0	226.0	435.0	421.0	25.0	225.0	720.0	0.0	108.0	1525.0	230.0	0.0	0.0	0.0	0.0	50.0	309.0	15.0	1082.0	0.0	288.0	0.0	20.0	735.0	70.0	0.0	0.0	0.0	19.0	33.0	16.0	0.0	725.0	1118.0	99.0	0.0	19.0	262.0	0.0	24.0	187.0	68.0	218.0	150.0	0.0	9725.0	88.0	129.0	1031.0	9060.0	85.0	369.0	45.0	72.0	427.0	0.0	23.0	27.0	562.0	278.0	543.0
Halomonas meridiana	321218.0	15907.0	17148.0	37435.0	18479.0	68310.0	61079.0	104274.0	24224.0	15512.0	152208.0	38547.0	16743.0	12769.0	10640.0	49688.0	142231.0	6034.0	15747.0	21575.0	444618.0	15608.0	62032.0	61820.0	47974.0	15902.0	56120.0	10879.0	23346.0	106979.0	21458.0	31676.0	33684.0	9013.0	14873.0	20210.0	47383.0	168548.0	130187.0	54046.0	39236.0	16650.0	52035.0	37724.0	16993.0	17519.0	11083.0	5702.0	21471.0	97198.0	18713.0	5679.0	36914.0	366338.0	112023.0	136549.0	33899.0	94000.0	9958.0	188424.0	148744.0	35161.0	232562.0	57644.0	11259.0	755478.0	49335.0	87897.0	98990.0	142828.0	81483.0	1738651.0	302294.0	22690.0	61876.0	22728.0	40585.0	14770.0	239580.0	65732.0	168680.0
Halomonas sp. DN3	6525.0	0.0	0.0	53422.0	0.0	197.0	20983.0	0.0	1578.0	3822.0	54218.0	54513.0	0.0	71.0	0.0	0.0	9124.0	0.0	3679.0	146.0	1347.0	3660.0	21250.0	21631.0	2401.0	3725.0	0.0	0.0	179.0	10418.0	18.0	70.0	30.0	59.0	0.0	0.0	0.0	613.0	293176.0	708.0	3065.0	0.0	0.0	53180.0	2750.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53605.0	5486.0	2473.0	3793.0	0.0	214.0	74.0	3711.0	9509.0	232.0	5116.0	838.0	0.0	266769.0	0.0	5069.0	88.0	37135.0	42.0	5496.0	950.0	41.0	21439.0	222.0	0.0	0.0	53110.0	486.0	37282.0
Halomonas sp. A3H3	69589.0	0.0	0.0	3643.0	713.0	1886.0	4431.0	3521.0	1924.0	1627.0	6059.0	3533.0	441.0	0.0	738.0	0.0	10723.0	0.0	1714.0	1877.0	11087.0	1685.0	4660.0	4763.0	2707.0	1597.0	3783.0	0.0	395.0	5476.0	2194.0	1813.0	0.0	794.0	1187.0	0.0	3542.0	22509.0	13281.0	7750.0	4373.0	678.0	3122.0	2594.0	3147.0	0.0	0.0	0.0	0.0	0.0	986.0	345.0	3769.0	28131.0	5179.0	4579.0	2161.0	5064.0	506.0	41744.0	12177.0	3878.0	11147.0	4329.0	0.0	28371.0	3307.0	5663.0	10487.0	12149.0	0.0	349895.0	60981.0	1157.0	4748.0	1399.0	0.0	1104.0	11351.0	1234.0	13455.0
