featureid	ERR599164	SRR3963458	SRR3963457	ERR598999	SRR3965758	ERR599124	ERR599004	SRR3968062	ERR599034	ERR599127	ERR599067	ERR599083	SRR3963982	ERR599055	SRR3968061	SRR3962773	ERR599072	SRR3963622	ERR599152	ERR599167	ERR599159	ERR599015	ERR599175	ERR599051	ERR598980	ERR599076	SRR3966130	SRR3960579	ERR599128	ERR598964	ERR599085	ERR599062	SRR3960577	ERR599109	SRR3965873	SRR3963449	SRR3967690	ERR599112	ERR598944	ERR599131	ERR599166	SRR3965874	SRR3968777	ERR599096	ERR598958	SRR3961935	SRR3961906	SRR3963804	SRR3961047	SRR3960575	SRR3965586	ERR599031	ERR599033	ERR599000	ERR599048	ERR598947	SRR3967700	ERR599008	ERR599172	ERR599021	ERR598960	ERR599047	ERR599005	ERR599154	SRR3962680	ERR598971	SRR3967319	ERR599086	ERR599071	ERR598985	SRR3960578	ERR599044	ERR599149	ERR599125	ERR599060	ERR599037	SRR3962293	SRR3965592	ERR599115	ERR599132	ERR599020
Tistrella mobilis	2149.0	0.0	0.0	4352.0	0.0	384.0	126.0	0.0	291.0	1275.0	81.0	4546.0	0.0	0.0	0.0	0.0	901.0	0.0	1267.0	0.0	2458.0	1298.0	90.0	110.0	32761.0	1332.0	0.0	0.0	0.0	42.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	83095.0	16.0	20.0	118.0	0.0	0.0	4355.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4427.0	1962.0	35.0	100.0	0.0	469.0	0.0	1241.0	1686.0	129.0	105.0	334.0	0.0	369.0	0.0	168.0	440.0	2308.0	0.0	287.0	62.0	107.0	112.0	45.0	12.0	0.0	1581.0	51.0	387.0
Indioceanicola profundi	104.0	0.0	0.0	135.0	0.0	20.0	0.0	0.0	74.0	19.0	0.0	120.0	0.0	0.0	0.0	0.0	93.0	0.0	31.0	20.0	71.0	25.0	0.0	0.0	387.0	33.0	0.0	18.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	2151.0	34.0	0.0	60.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	122.0	168.0	29.0	0.0	0.0	25.0	0.0	52.0	526.0	41.0	52.0	24.0	0.0	0.0	0.0	32.0	0.0	123.0	0.0	24.0	0.0	0.0	0.0	0.0	24.0	0.0	78.0	0.0	0.0
Salinimonas iocasae	6215.0	716.0	722.0	1667.0	443.0	452.0	7144.0	6168.0	4471.0	15441.0	10347.0	1768.0	3940.0	4211.0	1965.0	1663.0	9534.0	1206.0	15904.0	2959.0	2977.0	15306.0	7540.0	7210.0	25160.0	15335.0	2235.0	1042.0	8560.0	4622.0	1854.0	20303.0	2502.0	1249.0	782.0	179.0	2923.0	1486.0	2278.0	7907.0	2505.0	645.0	2747.0	1697.0	2809.0	217.0	128.0	199.0	126.0	2267.0	3172.0	3655.0	1697.0	19912.0	20901.0	16169.0	2309.0	775.0	982.0	3544.0	28855.0	1319.0	46138.0	3006.0	169.0	52500.0	2619.0	14610.0	8529.0	36184.0	5676.0	300638.0	51464.0	185.0	7236.0	2323.0	633.0	1065.0	6816.0	23820.0	11651.0
Alteromonas sp. RKMC-009	641.0	50.0	52.0	49.0	63.0	15.0	55.0	646.0	64.0	15.0	715.0	63.0	689.0	237.0	39.0	160.0	589.0	67.0	17.0	240.0	86.0	22.0	52.0	83.0	666.0	26.0	344.0	40.0	475.0	172.0	77.0	2282.0	208.0	100.0	102.0	13.0	475.0	547.0	111.0	19.0	160.0	56.0	52.0	40.0	26.0	0.0	21.0	0.0	0.0	162.0	270.0	377.0	62.0	513.0	145.0	50.0	331.0	0.0	81.0	357.0	445.0	105.0	324.0	81.0	14.0	3453.0	389.0	423.0	423.0	2036.0	425.0	537.0	97.0	0.0	62.0	213.0	59.0	79.0	156.0	1358.0	103.0
Pseudoalteromonas arctica	321.0	42.0	90.0	41.0	140.0	83.0	650.0	1209.0	409.0	228.0	903.0	40.0	890.0	393.0	125.0	109.0	958.0	47.0	222.0	302.0	645.0	249.0	588.0	611.0	1436.0	222.0	261.0	75.0	898.0	72.0	133.0	3384.0	895.0	119.0	222.0	29.0	132.0	104.0	4257.0	961.0	203.0	317.0	2108.0	50.0	49.0	57.0	54.0	0.0	48.0	392.0	1261.0	522.0	55.0	1180.0	960.0	3947.0	157.0	707.0	58.0	159.0	2726.0	105.0	2235.0	166.0	0.0	4629.0	151.0	772.0	724.0	6620.0	1509.0	16834.0	2853.0	174.0	615.0	161.0	108.0	429.0	1156.0	2221.0	535.0
Pseudoalteromonas shioyasakiensis	139.0	40.0	184.0	74.0	22.0	171.0	1336.0	211.0	56.0	3151.0	2070.0	94.0	2900.0	56.0	0.0	408.0	671.0	176.0	3136.0	1168.0	1264.0	2937.0	1351.0	1370.0	1346.0	3069.0	323.0	590.0	89.0	0.0	155.0	30965.0	7174.0	475.0	33.0	37.0	64.0	59.0	33.0	2912.0	981.0	415.0	31.0	70.0	511.0	216.0	41.0	0.0	65.0	2140.0	9734.0	5097.0	84.0	1553.0	137.0	17570.0	36.0	102.0	1781.0	89.0	372.0	36.0	330.0	234.0	31.0	10568.0	24.0	5736.0	732.0	58324.0	14120.0	2522.0	427.0	13.0	1351.0	4059.0	807.0	440.0	14198.0	271.0	1328.0
Pseudoalteromonas sp. NC201	91.0	0.0	14.0	19.0	29.0	28.0	109.0	326.0	21.0	247.0	204.0	19.0	122.0	40.0	31.0	0.0	88.0	0.0	201.0	74.0	150.0	221.0	96.0	101.0	371.0	230.0	91.0	0.0	66.0	49.0	33.0	1266.0	155.0	29.0	62.0	0.0	36.0	29.0	44.0	342.0	130.0	72.0	528.0	18.0	139.0	0.0	0.0	0.0	0.0	41.0	565.0	241.0	0.0	273.0	743.0	1492.0	24.0	104.0	139.0	57.0	200.0	68.0	1546.0	46.0	0.0	1150.0	35.0	394.0	161.0	7073.0	241.0	4671.0	817.0	25.0	103.0	343.0	19.0	120.0	571.0	243.0	558.0
Shewanella aestuarii	310.0	0.0	33.0	50.0	99.0	41.0	627.0	374.0	491.0	559.0	1157.0	55.0	795.0	570.0	53.0	68.0	1048.0	39.0	554.0	1029.0	370.0	461.0	604.0	676.0	1503.0	475.0	98.0	30.0	1232.0	227.0	276.0	7032.0	557.0	388.0	155.0	0.0	130.0	139.0	110.0	275.0	310.0	172.0	422.0	51.0	249.0	0.0	40.0	0.0	0.0	278.0	522.0	1021.0	49.0	1195.0	741.0	1056.0	118.0	82.0	196.0	171.0	2855.0	238.0	1737.0	181.0	0.0	6580.0	118.0	1809.0	1441.0	1115.0	736.0	5654.0	990.0	0.0	663.0	503.0	40.0	132.0	566.0	3303.0	1594.0
Shewanella sp. ANA-3	276.0	92.0	52.0	217.0	0.0	687.0	589.0	529.0	0.0	956.0	954.0	189.0	217.0	435.0	0.0	307.0	1121.0	80.0	844.0	392.0	4297.0	921.0	714.0	655.0	2616.0	904.0	46.0	94.0	977.0	342.0	117.0	1926.0	381.0	141.0	93.0	67.0	0.0	101.0	106.0	175.0	257.0	0.0	0.0	151.0	690.0	161.0	185.0	0.0	0.0	148.0	153.0	314.0	194.0	4608.0	1059.0	181.0	0.0	74.0	94.0	122.0	296.0	112.0	2123.0	752.0	230.0	4835.0	0.0	1711.0	719.0	1311.0	614.0	6556.0	971.0	0.0	652.0	344.0	509.0	167.0	1115.0	2517.0	1088.0
Halomonas ventosae	8672.0	366.0	221.0	963.0	536.0	1578.0	3305.0	2032.0	579.0	459.0	3345.0	1015.0	592.0	299.0	391.0	1396.0	5098.0	186.0	429.0	2609.0	10090.0	528.0	3253.0	3162.0	2604.0	505.0	1389.0	346.0	702.0	4881.0	1140.0	3846.0	573.0	866.0	572.0	529.0	1255.0	2428.0	6644.0	2184.0	3691.0	473.0	1225.0	945.0	918.0	524.0	477.0	372.0	415.0	1644.0	687.0	858.0	857.0	6071.0	3393.0	8358.0	720.0	13264.0	433.0	5247.0	3391.0	3138.0	7396.0	1029.0	248.0	16517.0	1397.0	5681.0	4613.0	4306.0	1579.0	46295.0	8027.0	3262.0	3219.0	1141.0	1122.0	466.0	14060.0	1936.0	6911.0
Halomonas sulfidaeris	1138.0	48.0	59.0	158.0	143.0	302.0	502.0	585.0	96.0	153.0	732.0	180.0	166.0	133.0	61.0	270.0	933.0	66.0	153.0	167.0	2102.0	141.0	485.0	516.0	469.0	139.0	798.0	62.0	246.0	437.0	196.0	158.0	180.0	63.0	207.0	85.0	841.0	770.0	436.0	243.0	367.0	120.0	301.0	169.0	187.0	104.0	73.0	47.0	120.0	384.0	204.0	32.0	172.0	2698.0	393.0	721.0	378.0	1671.0	23.0	660.0	562.0	126.0	776.0	402.0	37.0	3603.0	686.0	460.0	781.0	1153.0	362.0	7127.0	1260.0	449.0	536.0	78.0	175.0	109.0	1572.0	728.0	496.0
Proteus sp. ZN5	5759.0	732.0	2192.0	1856.0	409.0	2020.0	5475.0	2537.0	1908.0	5001.0	7031.0	2370.0	1066.0	7346.0	324.0	1067.0	13282.0	986.0	4699.0	7817.0	13572.0	4810.0	5440.0	5167.0	25897.0	5369.0	833.0	621.0	14312.0	9108.0	1190.0	11793.0	2403.0	3614.0	574.0	262.0	809.0	2959.0	10865.0	3451.0	5946.0	312.0	1798.0	2088.0	15882.0	0.0	0.0	927.0	605.0	1139.0	1858.0	1967.0	1977.0	22897.0	6015.0	7527.0	943.0	2361.0	5216.0	3282.0	9782.0	4151.0	13653.0	3311.0	458.0	33648.0	1246.0	9730.0	6501.0	30969.0	3136.0	85812.0	14843.0	0.0	5634.0	11199.0	801.0	1158.0	18202.0	38796.0	22070.0
Enterobacter cloacae complex sp. ECNIH7	111.0	0.0	0.0	164.0	0.0	71.0	0.0	711.0	0.0	0.0	145.0	146.0	0.0	0.0	0.0	0.0	633.0	0.0	0.0	237.0	405.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	105.0	99.0	104.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	4597.0	102.0	675.0	95.0	0.0	0.0	92.0	104.0	0.0	234.0	766.0	0.0	732.0	147.0	331.0	278.0	205.0	97.0	2476.0	536.0	0.0	0.0	0.0	0.0	0.0	317.0	249.0	562.0
Raoultella electrica	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0	542.0	0.0	0.0	0.0	0.0	127.0	106.0	0.0	0.0	0.0	154.0	0.0	0.0	0.0	0.0	0.0	559.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	761.0	0.0	136.0	0.0	0.0	2690.0	0.0	0.0	0.0	182.0	65.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	60.0	240.0
Vibrio tubiashii	1201.0	0.0	0.0	2012.0	0.0	154.0	1434.0	127.0	329.0	1463.0	813.0	2030.0	0.0	801.0	0.0	59.0	3547.0	0.0	1532.0	1239.0	1050.0	1441.0	1502.0	1590.0	7444.0	1492.0	32.0	0.0	1548.0	0.0	360.0	1499.0	0.0	410.0	0.0	0.0	730.0	39.0	0.0	111.0	47.0	0.0	21.0	2015.0	0.0	0.0	54.0	0.0	0.0	67.0	0.0	274.0	1983.0	1232.0	283.0	442.0	143.0	318.0	219.0	722.0	2118.0	0.0	625.0	183.0	41.0	4270.0	29.0	17294.0	1511.0	1282.0	0.0	2363.0	423.0	132.0	1471.0	524.0	116.0	0.0	478.0	4294.0	2928.0
Vibrio rumoiensis	621.0	0.0	0.0	155.0	0.0	122.0	586.0	993.0	486.0	1667.0	2139.0	118.0	1656.0	876.0	230.0	288.0	2224.0	66.0	1575.0	450.0	683.0	1655.0	595.0	633.0	3676.0	1553.0	237.0	62.0	1767.0	601.0	234.0	4930.0	392.0	163.0	0.0	0.0	356.0	552.0	158.0	1229.0	428.0	0.0	416.0	123.0	804.0	0.0	0.0	0.0	0.0	553.0	422.0	978.0	119.0	2423.0	1825.0	3507.0	438.0	0.0	170.0	384.0	3204.0	322.0	4046.0	374.0	0.0	10508.0	373.0	2119.0	1244.0	3151.0	891.0	38395.0	6253.0	0.0	489.0	392.0	135.0	102.0	1134.0	4667.0	2741.0
Marinobacter sp. NP-4(2019)	320.0	492.0	147.0	376.0	766.0	400.0	1897.0	714.0	59.0	587.0	1121.0	405.0	435.0	318.0	35.0	485.0	1174.0	198.0	614.0	149.0	2679.0	579.0	1927.0	2000.0	2168.0	644.0	1663.0	193.0	558.0	181.0	197.0	108.0	259.0	69.0	239.0	142.0	414.0	532.0	215.0	245.0	170.0	629.0	140.0	366.0	59.0	195.0	44.0	29.0	36.0	277.0	323.0	22.0	371.0	14126.0	751.0	685.0	1628.0	273.0	104.0	201.0	260.0	128.0	1479.0	2267.0	147.0	5905.0	205.0	340.0	881.0	1971.0	497.0	7097.0	1177.0	56.0	1910.0	244.0	878.0	1265.0	4834.0	1575.0	267.0
Marinobacter sp. JH2	27.0	32.0	0.0	0.0	50.0	0.0	15.0	149.0	0.0	16.0	39.0	0.0	0.0	0.0	0.0	28.0	24.0	0.0	14.0	0.0	37.0	12.0	15.0	18.0	18.0	12.0	25.0	0.0	21.0	32.0	0.0	0.0	28.0	0.0	47.0	18.0	30.0	329.0	50.0	0.0	0.0	35.0	23.0	12.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	70.0	0.0	22.0	0.0	36.0	0.0	0.0	33.0	0.0	17.0	0.0	20.0	183.0	22.0	0.0	18.0	29.0	71.0	183.0	22.0	0.0	12.0	0.0	59.0	183.0	61.0	38.0	0.0
Pseudomonas putida	50.0	26.0	54.0	769.0	29.0	384.0	707.0	232.0	0.0	745.0	601.0	814.0	173.0	55.0	74.0	0.0	339.0	118.0	707.0	159.0	2359.0	702.0	744.0	728.0	3585.0	717.0	1471.0	342.0	138.0	1525.0	125.0	0.0	158.0	84.0	0.0	0.0	207.0	237.0	351.0	339.0	776.0	38.0	233.0	718.0	2584.0	0.0	0.0	0.0	120.0	35.0	297.0	0.0	743.0	12020.0	364.0	1295.0	42.0	169.0	148.0	28.0	67.0	99.0	824.0	1943.0	0.0	2905.0	135.0	752.0	631.0	6532.0	142.0	7256.0	1301.0	56.0	712.0	268.0	0.0	77.0	4740.0	299.0	3802.0
Pseudomonas resinovorans	26.0	0.0	0.0	142.0	0.0	33.0	79.0	33.0	0.0	106.0	76.0	140.0	0.0	0.0	0.0	0.0	90.0	0.0	113.0	21.0	227.0	112.0	76.0	98.0	599.0	115.0	164.0	0.0	25.0	199.0	28.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	76.0	27.0	43.0	0.0	33.0	156.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	1473.0	62.0	111.0	0.0	79.0	21.0	0.0	0.0	0.0	105.0	209.0	0.0	451.0	15.0	321.0	127.0	376.0	0.0	760.0	155.0	15.0	100.0	25.0	0.0	0.0	913.0	46.0	873.0
Stutzerimonas stutzeri	20.0	0.0	0.0	120.0	178.0	313.0	0.0	141.0	0.0	89.0	70.0	134.0	24.0	0.0	0.0	0.0	113.0	0.0	110.0	172.0	1970.0	87.0	23.0	0.0	168.0	122.0	148.0	0.0	0.0	397.0	27.0	32.0	0.0	66.0	214.0	0.0	174.0	103.0	496.0	108.0	199.0	149.0	110.0	129.0	1810.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	131.0	3018.0	116.0	641.0	29.0	294.0	102.0	18.0	20.0	93.0	235.0	476.0	0.0	351.0	87.0	124.0	119.0	508.0	0.0	502.0	114.0	109.0	23.0	298.0	0.0	66.0	375.0	17.0	227.0
Acinetobacter piscicola	61.0	0.0	0.0	0.0	0.0	55.0	80.0	138.0	83.0	101.0	135.0	0.0	73.0	0.0	0.0	0.0	160.0	0.0	134.0	0.0	267.0	89.0	117.0	80.0	0.0	98.0	209.0	0.0	0.0	141.0	0.0	1615.0	0.0	0.0	0.0	0.0	229.0	391.0	92.0	505.0	259.0	145.0	299.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	162.0	277.0	0.0	208.0	290.0	5075.0	404.0	375.0	0.0	53.0	423.0	357.0	433.0	0.0	0.0	817.0	81.0	0.0	120.0	371.0	41.0	2338.0	434.0	220.0	105.0	0.0	0.0	329.0	134.0	62.0	110.0
Moraxella osloensis	28.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	791.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	2640.0	16.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	18.0	0.0	0.0	0.0	141.0	0.0	91.0	0.0	354.0	0.0	0.0	37.0	29.0	22.0	18.0	0.0	36.0	0.0	53.0	96.0	130.0	0.0	205.0	30.0	69.0	0.0	0.0	0.0	0.0	386.0	22.0	20.0
Microbacterium paraoxydans	8603.0	0.0	28.0	6172.0	0.0	157.0	82.0	0.0	3957.0	645.0	41.0	6391.0	0.0	0.0	0.0	55.0	16595.0	0.0	682.0	18.0	898.0	679.0	79.0	76.0	4209.0	682.0	0.0	0.0	0.0	5043.0	39.0	48.0	0.0	0.0	0.0	72.0	0.0	127245.0	5863.0	32.0	17382.0	0.0	0.0	6265.0	4893.0	0.0	0.0	0.0	39.0	24.0	103.0	0.0	6422.0	10710.0	292.0	74.0	0.0	364.0	16.0	4856.0	24227.0	5488.0	641.0	1769.0	0.0	254.0	0.0	825.0	192.0	10331.0	0.0	631.0	120.0	103.0	67.0	22.0	46.0	0.0	6778.0	75.0	817.0
Microbacterium sediminis	3422.0	0.0	43.0	3763.0	0.0	237.0	90.0	0.0	1364.0	1002.0	72.0	3786.0	58.0	0.0	0.0	68.0	11647.0	0.0	983.0	0.0	1515.0	974.0	70.0	76.0	1150.0	943.0	0.0	0.0	42.0	2599.0	20.0	27.0	0.0	0.0	0.0	80.0	0.0	52998.0	2811.0	0.0	8556.0	0.0	0.0	3471.0	3546.0	0.0	22.0	0.0	43.0	49.0	165.0	0.0	3674.0	2719.0	411.0	92.0	0.0	526.0	0.0	1962.0	8453.0	3215.0	761.0	448.0	29.0	417.0	0.0	623.0	81.0	7989.0	0.0	285.0	58.0	83.0	63.0	0.0	41.0	0.0	2372.0	98.0	929.0
Microbacterium sp. No. 7	1317.0	0.0	0.0	288.0	0.0	47.0	0.0	0.0	746.0	0.0	0.0	295.0	0.0	0.0	0.0	0.0	838.0	0.0	0.0	0.0	223.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18366.0	241.0	0.0	763.0	0.0	0.0	312.0	220.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	279.0	248.0	49.0	16.0	0.0	41.0	0.0	725.0	4428.0	269.0	106.0	41.0	0.0	42.0	0.0	82.0	0.0	483.0	0.0	29.0	0.0	14.0	0.0	0.0	0.0	0.0	206.0	14.0	109.0
Microbacterium sp. NIBRBAC000506063	119.0	0.0	0.0	285.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	287.0	0.0	0.0	0.0	0.0	385.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1034.0	174.0	0.0	318.0	0.0	0.0	251.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.0	128.0	0.0	0.0	0.0	18.0	0.0	73.0	350.0	204.0	0.0	18.0	0.0	0.0	0.0	17.0	0.0	140.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0
Microbacterium sp. Nx66	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.0	17.0	0.0	59.0	0.0	0.0	18.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kocuria turfanensis	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	32.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	100.0	0.0	22.0	63.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	82.0	0.0	15.0	0.0	24.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0
Rothia amarae	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacterium sp. MS1601	366.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	1471.0	0.0	0.0	0.0	65.0	0.0	0.0	49.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4041.0	0.0	247.0	58.0	0.0	0.0	0.0	0.0	62.0	51.0	0.0	23.0	0.0	0.0	0.0	0.0	888.0	560.0	1235.0	0.0	676.0	0.0	203.0	941.0	25.0	1250.0	155.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	912.0	156.0	144.0	0.0	0.0	34.0	0.0	42.0	0.0	0.0
Mycobacterium sp. ELW1	51.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036.0	21.0	0.0	79.0	0.0	0.0	0.0	20.0	0.0	36.0	0.0	25.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	65.0	0.0	23.0	373.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	20.0	0.0	0.0	0.0	0.0	20.0	0.0	41.0	0.0	0.0
Mycolicibacterium poriferae	118.0	0.0	63.0	111.0	0.0	220.0	73.0	0.0	77.0	190.0	0.0	101.0	0.0	0.0	0.0	1731.0	74.0	21.0	220.0	0.0	1273.0	206.0	57.0	75.0	836.0	196.0	0.0	1490.0	0.0	665.0	0.0	0.0	47.0	0.0	0.0	253.0	0.0	2053.0	597.0	32.0	1596.0	0.0	0.0	87.0	315.0	1762.0	2045.0	0.0	991.0	385.0	0.0	0.0	84.0	253.0	82.0	153.0	0.0	383.0	0.0	73.0	485.0	451.0	199.0	39.0	24.0	0.0	0.0	0.0	51.0	692.0	102.0	183.0	33.0	70.0	53.0	0.0	1084.0	0.0	929.0	21.0	0.0
Mycolicibacterium aubagnense	36.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	18.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.0	0.0	0.0	0.0	64.0	12.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	302.0	80.0	24.0	230.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	52.0	93.0	0.0	111.0	0.0	22.0	122.0	87.0	123.0	23.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	340.0	56.0	29.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0
Mycolicibacterium chubuense	26.0	0.0	0.0	26.0	0.0	120.0	25.0	0.0	31.0	35.0	0.0	34.0	0.0	0.0	0.0	69.0	20.0	0.0	29.0	0.0	731.0	38.0	0.0	0.0	215.0	35.0	0.0	105.0	0.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	764.0	105.0	0.0	319.0	0.0	0.0	32.0	80.0	89.0	67.0	0.0	26.0	20.0	0.0	0.0	26.0	135.0	86.0	104.0	0.0	356.0	0.0	37.0	262.0	170.0	150.0	23.0	0.0	0.0	0.0	0.0	0.0	236.0	0.0	132.0	23.0	88.0	20.0	0.0	42.0	0.0	251.0	0.0	0.0
Dysgonomonadaceae bacterium zrk40	600.0	0.0	0.0	621.0	0.0	0.0	0.0	0.0	492.0	0.0	0.0	576.0	0.0	0.0	0.0	0.0	1460.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8509.0	0.0	0.0	0.0	0.0	0.0	888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1165.0	2297.0	0.0	0.0	0.0	0.0	0.0	250.0	1680.0	0.0	0.0	462.0	0.0	0.0	0.0	0.0	0.0	700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	749.0	0.0	0.0
Candidatus Entotheonella factor	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	29.0	0.0	54.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	34.0	0.0	78.0	0.0	16.0	41.0	43.0	29.0	0.0	0.0	15.0	0.0	76.0	17.0	16.0	0.0	24.0	0.0	16.0	0.0	0.0	0.0	0.0	84.0	13.0	43.0
Sulfitobacter mediterraneus	0.0	46.0	34.0	32.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	41.0	0.0	0.0	97.0	255.0	34.0	0.0	0.0	104.0	0.0	0.0	0.0	105.0	0.0	91.0	0.0	0.0	302.0	0.0	0.0	91.0	0.0	73.0	0.0	0.0	128.0	359.0	0.0	411.0	0.0	0.0	39.0	196.0	0.0	0.0	0.0	0.0	0.0	147.0	0.0	30.0	206.0	0.0	45.0	0.0	42.0	0.0	0.0	28.0	356.0	54.0	33.0	0.0	21.0	35.0	21.0	27.0	292.0	61.0	444.0	87.0	0.0	0.0	0.0	69.0	50.0	180.0	29.0	0.0
