featureid	ERR599164	SRR3963458	SRR3963457	ERR598999	SRR3965758	ERR599124	ERR599004	SRR3968062	ERR599034	ERR599127	ERR599067	ERR599083	SRR3963982	ERR599055	SRR3968061	SRR3962773	ERR599072	SRR3963622	ERR599152	ERR599167	ERR599159	ERR599015	ERR599175	ERR599051	ERR598980	ERR599076	SRR3966130	SRR3960579	ERR599128	ERR598964	ERR599085	ERR599062	SRR3960577	ERR599109	SRR3965873	SRR3963449	SRR3967690	ERR599112	ERR598944	ERR599131	ERR599166	SRR3965874	SRR3968777	ERR599096	ERR598958	SRR3961935	SRR3961906	SRR3963804	SRR3961047	SRR3960575	SRR3965586	ERR599031	ERR599033	ERR599000	ERR599048	ERR598947	SRR3967700	ERR599008	ERR599172	ERR599021	ERR598960	ERR599047	ERR599005	ERR599154	SRR3962680	ERR598971	SRR3967319	ERR599086	ERR599071	ERR598985	SRR3960578	ERR599044	ERR599149	ERR599125	ERR599060	ERR599037	SRR3962293	SRR3965592	ERR599115	ERR599132	ERR599020
Aurantiacibacter atlanticus	2680.0	439.0	504.0	23680.0	935.0	9881.0	1030.0	312.0	2164.0	1543.0	9455.0	24516.0	351.0	3926.0	0.0	1380.0	27594.0	198.0	1583.0	1952.0	62880.0	1554.0	1038.0	1059.0	9942.0	1571.0	1118.0	467.0	7352.0	46114.0	1722.0	6768.0	386.0	803.0	844.0	377.0	499.0	38024.0	33418.0	190.0	42083.0	575.0	0.0	23261.0	16636.0	803.0	662.0	159.0	1061.0	1732.0	691.0	1162.0	23622.0	25985.0	593.0	941.0	112.0	2847.0	1090.0	1547.0	13165.0	28587.0	1150.0	4121.0	319.0	48053.0	1127.0	12677.0	8657.0	34212.0	1059.0	1813.0	300.0	689.0	970.0	2470.0	1286.0	851.0	6748.0	20741.0	11823.0
Salipiger profundus	1654.0	74.0	44.0	1933.0	110.0	779.0	1015.0	0.0	913.0	1586.0	649.0	1892.0	0.0	522.0	0.0	342.0	8836.0	0.0	1536.0	131.0	4092.0	1575.0	1024.0	1061.0	1734.0	1523.0	0.0	56.0	941.0	1351.0	574.0	110.0	0.0	0.0	44.0	84.0	0.0	24455.0	1115.0	80.0	2774.0	0.0	0.0	1970.0	1083.0	165.0	91.0	0.0	59.0	252.0	178.0	0.0	1899.0	3876.0	810.0	294.0	0.0	2195.0	76.0	915.0	5175.0	1453.0	1702.0	606.0	68.0	2798.0	0.0	1513.0	2656.0	7249.0	216.0	806.0	151.0	588.0	1109.0	177.0	368.0	0.0	7471.0	2442.0	1615.0
Salipiger abyssi	728.0	111.0	210.0	458.0	611.0	85.0	446.0	399.0	253.0	72.0	105.0	585.0	189.0	68.0	0.0	145.0	4938.0	189.0	102.0	680.0	591.0	70.0	486.0	447.0	735.0	85.0	552.0	58.0	148.0	3177.0	119.0	235.0	154.0	407.0	254.0	56.0	354.0	1587.0	1800.0	129.0	1934.0	138.0	0.0	435.0	679.0	96.0	87.0	0.0	42.0	141.0	986.0	64.0	472.0	3057.0	294.0	475.0	84.0	914.0	386.0	421.0	1308.0	1020.0	590.0	466.0	41.0	422.0	731.0	675.0	491.0	5024.0	203.0	2764.0	431.0	173.0	439.0	668.0	126.0	276.0	1399.0	351.0	766.0
Salipiger sp. CCB-MM3	16.0	0.0	0.0	17.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	94.0	32.0	77.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	2602.0	45.0	39.0	0.0	33.0	0.0	12.0	47.0	84.0	79.0	405.0	0.0	17.0	0.0	13.0	16.0	92.0	0.0	1492.0	290.0	0.0	0.0	0.0	0.0	0.0	62.0	13.0	0.0
Sulfitobacter sp. D7	954.0	215.0	334.0	919.0	578.0	308.0	526.0	904.0	156.0	137.0	155.0	905.0	348.0	86.0	0.0	876.0	9188.0	321.0	148.0	326.0	2004.0	159.0	445.0	464.0	806.0	193.0	979.0	393.0	147.0	11395.0	230.0	396.0	981.0	206.0	403.0	222.0	444.0	1829.0	2926.0	246.0	8407.0	287.0	0.0	966.0	1667.0	366.0	284.0	92.0	152.0	1260.0	1987.0	178.0	950.0	2607.0	394.0	744.0	123.0	2163.0	176.0	559.0	851.0	3935.0	773.0	382.0	171.0	586.0	604.0	872.0	838.0	22004.0	1095.0	6322.0	1092.0	488.0	537.0	358.0	675.0	347.0	3052.0	406.0	1095.0
Sulfitobacter sp. THAF37	87.0	4931.0	3155.0	194.0	2387.0	105.0	261.0	201.0	61.0	121.0	0.0	161.0	4037.0	0.0	0.0	8042.0	1557.0	1105.0	138.0	0.0	896.0	113.0	272.0	224.0	453.0	133.0	2921.0	451.0	0.0	1903.0	0.0	173.0	3626.0	0.0	2256.0	1445.0	471.0	654.0	1464.0	42.0	1747.0	1182.0	0.0	227.0	801.0	1813.0	1042.0	473.0	512.0	956.0	2467.0	0.0	153.0	5125.0	283.0	128.0	239.0	173.0	166.0	45.0	381.0	1497.0	544.0	854.0	1768.0	103.0	2002.0	122.0	74.0	1681.0	3483.0	1556.0	212.0	0.0	239.0	316.0	6022.0	2391.0	1040.0	0.0	120.0
Sulfitobacter alexandrii	585.0	360.0	309.0	209.0	169.0	210.0	176.0	0.0	619.0	166.0	0.0	285.0	185.0	0.0	0.0	3008.0	2021.0	251.0	184.0	0.0	1397.0	180.0	227.0	195.0	792.0	191.0	237.0	513.0	0.0	3978.0	0.0	0.0	135.0	0.0	134.0	504.0	0.0	4243.0	4029.0	105.0	5622.0	0.0	0.0	228.0	2535.0	911.0	749.0	0.0	262.0	994.0	805.0	0.0	233.0	3078.0	592.0	231.0	0.0	174.0	142.0	344.0	3457.0	4503.0	1434.0	509.0	700.0	123.0	203.0	221.0	103.0	1898.0	401.0	2233.0	374.0	68.0	242.0	242.0	2244.0	157.0	1526.0	82.0	114.0
Sagittula sp. P11	1267.0	226.0	209.0	562.0	0.0	263.0	202.0	0.0	1235.0	211.0	79.0	446.0	0.0	0.0	0.0	1063.0	2688.0	48.0	218.0	0.0	1236.0	277.0	168.0	226.0	2033.0	249.0	0.0	275.0	86.0	5269.0	55.0	0.0	82.0	0.0	0.0	164.0	0.0	13851.0	3840.0	182.0	7377.0	0.0	0.0	488.0	2855.0	458.0	493.0	0.0	230.0	569.0	115.0	0.0	508.0	7211.0	450.0	543.0	0.0	318.0	94.0	827.0	8239.0	4433.0	857.0	1074.0	199.0	461.0	0.0	865.0	183.0	3168.0	193.0	4635.0	829.0	68.0	207.0	202.0	691.0	0.0	2099.0	191.0	519.0
Roseovarius mucosus	674.0	531.0	693.0	601.0	608.0	487.0	1460.0	0.0	0.0	268.0	0.0	772.0	832.0	0.0	0.0	1570.0	2342.0	707.0	347.0	0.0	3394.0	337.0	1583.0	1573.0	896.0	327.0	301.0	652.0	100.0	5424.0	147.0	0.0	14030.0	0.0	431.0	711.0	94.0	2452.0	4350.0	764.0	5681.0	138.0	0.0	688.0	3829.0	869.0	678.0	293.0	358.0	1370.0	6149.0	0.0	643.0	8111.0	941.0	650.0	0.0	549.0	240.0	349.0	724.0	6088.0	1491.0	1262.0	485.0	482.0	248.0	734.0	683.0	9876.0	9372.0	32439.0	5679.0	0.0	1419.0	470.0	1237.0	180.0	2896.0	319.0	500.0
Roseovarius indicus	121.0	154.0	168.0	194.0	234.0	203.0	254.0	58.0	82.0	121.0	55.0	213.0	85.0	57.0	0.0	807.0	927.0	118.0	162.0	0.0	1111.0	138.0	250.0	224.0	294.0	136.0	149.0	252.0	73.0	977.0	56.0	314.0	646.0	0.0	165.0	244.0	66.0	942.0	855.0	160.0	1344.0	68.0	0.0	217.0	729.0	308.0	282.0	0.0	141.0	241.0	567.0	0.0	244.0	1728.0	277.0	199.0	0.0	207.0	85.0	75.0	560.0	996.0	560.0	248.0	99.0	267.0	62.0	281.0	318.0	1841.0	820.0	6031.0	1194.0	47.0	244.0	171.0	531.0	87.0	875.0	202.0	227.0
Roseovarius sp. THAF9	32.0	33.0	20.0	57.0	124.0	0.0	0.0	0.0	23.0	0.0	0.0	35.0	26.0	0.0	0.0	77.0	256.0	0.0	0.0	0.0	91.0	0.0	49.0	0.0	79.0	0.0	0.0	24.0	0.0	286.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	561.0	227.0	0.0	277.0	0.0	0.0	39.0	147.0	38.0	0.0	0.0	0.0	0.0	200.0	0.0	40.0	111.0	30.0	30.0	0.0	45.0	0.0	31.0	149.0	155.0	52.0	0.0	0.0	0.0	0.0	36.0	40.0	351.0	0.0	342.0	60.0	0.0	0.0	0.0	66.0	23.0	97.0	0.0	0.0
Ruegeria sp. THAF33	67.0	34.0	25.0	18.0	126.0	17.0	41.0	0.0	0.0	0.0	0.0	19.0	31.0	0.0	0.0	190.0	105.0	34.0	0.0	0.0	90.0	0.0	36.0	39.0	21.0	0.0	22.0	0.0	0.0	41.0	0.0	0.0	36.0	0.0	103.0	18.0	0.0	51.0	30.0	53.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	0.0	0.0	210.0	48.0	112.0	0.0	0.0	0.0	42.0	0.0	41.0	73.0	19.0	0.0	0.0	17.0	0.0	19.0	99.0	178.0	1409.0	267.0	0.0	42.0	0.0	99.0	36.0	69.0	0.0	0.0
Ruegeria sp. TM1040	49.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	34.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	22.0	22.0	0.0	0.0	17.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	77.0	20.0	0.0	33.0	91.0	0.0	0.0	0.0	0.0	0.0
Celeribacter indicus	424.0	0.0	0.0	178.0	0.0	142.0	259.0	0.0	0.0	85.0	0.0	186.0	0.0	0.0	0.0	840.0	938.0	0.0	111.0	0.0	667.0	171.0	240.0	202.0	664.0	148.0	125.0	0.0	0.0	904.0	0.0	0.0	0.0	0.0	153.0	121.0	0.0	1292.0	760.0	164.0	736.0	0.0	0.0	192.0	358.0	141.0	0.0	0.0	0.0	163.0	510.0	0.0	170.0	1542.0	242.0	337.0	0.0	169.0	0.0	259.0	498.0	485.0	476.0	321.0	0.0	94.0	131.0	247.0	108.0	1160.0	685.0	4104.0	856.0	0.0	233.0	383.0	512.0	0.0	666.0	104.0	168.0
Octadecabacter sp. SW4	237.0	0.0	0.0	0.0	129.0	188.0	73.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	170.0	51.0	0.0	0.0	1372.0	0.0	42.0	99.0	45.0	0.0	54.0	0.0	0.0	161.0	0.0	0.0	93.0	0.0	151.0	0.0	0.0	537.0	78.0	0.0	252.0	0.0	0.0	0.0	43.0	78.0	0.0	0.0	0.0	63.0	254.0	0.0	0.0	342.0	479.0	0.0	0.0	31.0	72.0	148.0	316.0	56.0	979.0	40.0	0.0	57.0	85.0	65.0	53.0	121.0	79.0	207.0	45.0	0.0	85.0	141.0	213.0	32.0	95.0	39.0	0.0
Yangia pacifica	63.0	0.0	0.0	56.0	0.0	0.0	47.0	0.0	14.0	20.0	0.0	54.0	0.0	0.0	0.0	0.0	117.0	0.0	18.0	0.0	0.0	21.0	44.0	40.0	37.0	14.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1734.0	1239.0	15.0	123.0	0.0	0.0	49.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	58.0	0.0	0.0	0.0	17.0	0.0	39.0	102.0	66.0	0.0	13.0	0.0	22.0	0.0	275.0	0.0	509.0	0.0	496.0	76.0	0.0	40.0	0.0	0.0	0.0	260.0	0.0	25.0
Pseudosulfitobacter pseudonitzschiae	70.0	286.0	215.0	59.0	425.0	64.0	94.0	65.0	60.0	75.0	0.0	89.0	261.0	0.0	0.0	385.0	612.0	142.0	58.0	0.0	414.0	61.0	98.0	67.0	149.0	82.0	204.0	0.0	29.0	550.0	23.0	0.0	3729.0	0.0	334.0	142.0	83.0	1059.0	547.0	92.0	686.0	100.0	0.0	73.0	270.0	146.0	98.0	73.0	72.0	342.0	916.0	0.0	53.0	625.0	112.0	176.0	0.0	117.0	0.0	38.0	244.0	501.0	232.0	92.0	139.0	48.0	200.0	64.0	61.0	865.0	2272.0	3428.0	615.0	19.0	91.0	33.0	433.0	174.0	372.0	48.0	65.0
Phaeobacter porticola	34.0	0.0	0.0	18.0	15.0	0.0	14.0	0.0	27.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	21.0	0.0	14.0	0.0	41.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	201.0	76.0	0.0	401.0	0.0	0.0	27.0	51.0	0.0	0.0	0.0	0.0	34.0	34.0	0.0	25.0	43.0	0.0	0.0	0.0	0.0	0.0	18.0	169.0	125.0	18.0	0.0	0.0	26.0	0.0	36.0	19.0	966.0	0.0	27.0	0.0	0.0	0.0	0.0	14.0	0.0	71.0	15.0	18.0
Pacificitalea manganoxidans	1134.0	169.0	0.0	5012.0	35.0	200.0	150.0	0.0	827.0	165.0	172.0	5042.0	0.0	114.0	0.0	0.0	36110.0	0.0	138.0	97.0	1170.0	135.0	156.0	163.0	1558.0	120.0	0.0	0.0	248.0	45769.0	154.0	199.0	0.0	0.0	45.0	0.0	0.0	4996.0	43782.0	288.0	46273.0	0.0	0.0	4941.0	20211.0	0.0	0.0	0.0	0.0	563.0	89.0	0.0	4941.0	2022.0	244.0	1304.0	0.0	609.0	173.0	714.0	4616.0	42811.0	590.0	300.0	0.0	628.0	0.0	3330.0	644.0	2622.0	61.0	4731.0	845.0	128.0	175.0	278.0	0.0	0.0	1252.0	651.0	481.0
Paracoccus tegillarcae	174.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	296.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1307.0	149.0	0.0	675.0	0.0	0.0	37.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	33.0	24.0	0.0	0.0	0.0	0.0	97.0	1074.0	210.0	55.0	0.0	0.0	0.0	0.0	108.0	0.0	298.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	53.0
Paracoccus zhejiangensis	103.0	0.0	0.0	81.0	0.0	35.0	80.0	0.0	114.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	492.0	0.0	0.0	0.0	265.0	0.0	60.0	64.0	50.0	0.0	0.0	0.0	0.0	381.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	816.0	224.0	19.0	751.0	0.0	0.0	63.0	169.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	72.0	291.0	97.0	68.0	0.0	50.0	0.0	51.0	681.0	301.0	185.0	46.0	0.0	57.0	0.0	93.0	0.0	454.0	0.0	415.0	73.0	0.0	56.0	0.0	0.0	0.0	116.0	41.0	46.0
Gemmobacter fulva	160.0	0.0	0.0	55.0	0.0	23.0	0.0	0.0	105.0	48.0	17.0	68.0	0.0	0.0	0.0	0.0	414.0	0.0	34.0	29.0	138.0	40.0	0.0	13.0	58.0	47.0	0.0	0.0	0.0	346.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	842.0	216.0	0.0	746.0	0.0	0.0	71.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	197.0	20.0	18.0	0.0	26.0	0.0	90.0	666.0	303.0	43.0	28.0	0.0	82.0	0.0	108.0	23.0	273.0	0.0	101.0	27.0	0.0	0.0	21.0	0.0	0.0	204.0	23.0	132.0
Paracoccaceae bacterium	148.0	52.0	91.0	2683.0	59.0	115.0	586.0	0.0	85.0	2148.0	252.0	2662.0	0.0	82.0	0.0	149.0	3078.0	0.0	2084.0	244.0	620.0	1997.0	601.0	671.0	1306.0	2041.0	0.0	0.0	131.0	3362.0	605.0	104.0	30.0	0.0	0.0	0.0	0.0	1481.0	4966.0	0.0	2352.0	0.0	0.0	2676.0	2167.0	143.0	0.0	0.0	0.0	136.0	75.0	0.0	2711.0	3372.0	133.0	89.0	0.0	339.0	76.0	72.0	675.0	2129.0	256.0	474.0	0.0	1145.0	0.0	1289.0	2810.0	3801.0	71.0	764.0	123.0	74.0	632.0	135.0	130.0	0.0	6546.0	399.0	1048.0
Pseudohalocynthiibacter aestuariivivens	47.0	0.0	0.0	56.0	41.0	43.0	36.0	0.0	26.0	39.0	0.0	55.0	0.0	0.0	0.0	92.0	381.0	0.0	44.0	0.0	242.0	40.0	0.0	27.0	129.0	27.0	0.0	0.0	0.0	338.0	0.0	62.0	0.0	0.0	25.0	0.0	0.0	441.0	138.0	0.0	248.0	0.0	0.0	42.0	59.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	82.0	280.0	49.0	0.0	0.0	50.0	0.0	0.0	202.0	149.0	100.0	36.0	0.0	55.0	0.0	42.0	40.0	400.0	91.0	273.0	68.0	0.0	0.0	33.0	32.0	0.0	202.0	66.0	48.0
Pukyongiella litopenaei	49.0	0.0	0.0	141.0	163.0	0.0	0.0	0.0	64.0	42.0	0.0	154.0	0.0	0.0	0.0	86.0	734.0	0.0	62.0	0.0	264.0	81.0	42.0	0.0	141.0	37.0	0.0	0.0	0.0	1341.0	0.0	0.0	0.0	0.0	262.0	0.0	0.0	435.0	1201.0	0.0	1236.0	0.0	0.0	154.0	487.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0	131.0	260.0	69.0	0.0	0.0	50.0	0.0	54.0	232.0	1053.0	205.0	0.0	0.0	76.0	0.0	116.0	43.0	411.0	0.0	231.0	0.0	0.0	0.0	0.0	126.0	0.0	235.0	0.0	72.0
Rhodovulum sp. P5	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	82.0	0.0	55.0	0.0	0.0	20.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	103.0	19.0	48.0	0.0	0.0	0.0	0.0	40.0	76.0	42.0	0.0	0.0	22.0	0.0	0.0	0.0	67.0	0.0	89.0	31.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
Martelella mediterranea	4496.0	410.0	198.0	3639.0	467.0	384.0	391.0	0.0	2284.0	2683.0	201.0	3591.0	460.0	0.0	0.0	425.0	6926.0	0.0	2771.0	0.0	2790.0	2668.0	429.0	305.0	4567.0	2694.0	174.0	0.0	165.0	3010.0	325.0	0.0	79.0	0.0	274.0	190.0	57.0	71030.0	2885.0	174.0	5569.0	106.0	0.0	3170.0	1095.0	128.0	0.0	0.0	0.0	0.0	663.0	0.0	3319.0	30386.0	931.0	1150.0	0.0	4000.0	312.0	2775.0	11897.0	3649.0	1961.0	4608.0	158.0	1220.0	164.0	2315.0	1253.0	3798.0	155.0	1442.0	271.0	1184.0	366.0	1072.0	305.0	231.0	3905.0	398.0	2548.0
Martelella sp. AD-3	1635.0	0.0	0.0	2337.0	0.0	489.0	255.0	0.0	993.0	1652.0	216.0	2396.0	0.0	0.0	0.0	0.0	3585.0	0.0	1720.0	0.0	2969.0	1756.0	243.0	257.0	3292.0	1726.0	0.0	0.0	174.0	1823.0	1313.0	0.0	0.0	0.0	0.0	0.0	0.0	62385.0	2202.0	0.0	1409.0	0.0	0.0	2417.0	639.0	0.0	0.0	0.0	156.0	548.0	0.0	0.0	2295.0	6284.0	316.0	0.0	0.0	774.0	0.0	991.0	5904.0	1567.0	435.0	1021.0	0.0	719.0	0.0	1376.0	5108.0	7200.0	0.0	156.0	0.0	0.0	198.0	0.0	0.0	0.0	3371.0	403.0	1156.0
Martelella sp. NC20	166.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	96.0	116.0	0.0	205.0	0.0	0.0	0.0	0.0	658.0	0.0	137.0	0.0	91.0	119.0	0.0	0.0	284.0	106.0	0.0	0.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3731.0	364.0	0.0	362.0	0.0	0.0	192.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.0	1392.0	0.0	0.0	0.0	126.0	0.0	88.0	410.0	271.0	41.0	204.0	0.0	46.0	0.0	82.0	72.0	125.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	359.0	0.0	89.0
Rhizobium oryzihabitans	51.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	327.0	0.0	0.0	151.0	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	61.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	62.0	0.0	0.0	0.0	119.0	0.0	50.0	0.0	59.0	0.0	33.0	75.0	0.0	31.0	0.0	0.0	89.0	0.0	29.0	0.0	74.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
Pseudorhizobium flavum	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agrobacterium tumefaciens	24.0	0.0	0.0	42.0	0.0	24.0	0.0	0.0	25.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	44.0	99.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	407.0	0.0	0.0	43.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	36.0	74.0	0.0	0.0	43.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	16.0
Shinella sp. PSBB067	140.0	0.0	0.0	71.0	21.0	29.0	19.0	0.0	82.0	40.0	0.0	94.0	0.0	0.0	0.0	0.0	349.0	0.0	61.0	0.0	222.0	45.0	0.0	19.0	131.0	45.0	17.0	0.0	0.0	291.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	1185.0	165.0	0.0	361.0	19.0	0.0	83.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	263.0	21.0	23.0	0.0	0.0	0.0	69.0	493.0	199.0	43.0	45.0	0.0	40.0	0.0	94.0	0.0	224.0	0.0	68.0	0.0	0.0	20.0	0.0	0.0	16.0	243.0	17.0	72.0
Beijerinckiaceae bacterium RH AL1	150.0	0.0	0.0	29.0	396.0	26.0	0.0	0.0	66.0	20.0	17.0	22.0	20.0	0.0	12.0	0.0	243.0	0.0	21.0	0.0	130.0	14.0	0.0	0.0	0.0	24.0	361.0	0.0	15.0	171.0	0.0	0.0	16.0	0.0	364.0	16.0	118.0	1172.0	69.0	0.0	315.0	207.0	0.0	24.0	80.0	0.0	15.0	0.0	60.0	41.0	31.0	0.0	26.0	966.0	0.0	0.0	44.0	0.0	0.0	70.0	374.0	223.0	34.0	141.0	0.0	80.0	36.0	64.0	16.0	482.0	76.0	49.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	40.0	81.0
Roseibium aggregatum	77.0	47.0	200.0	84.0	39.0	43.0	1314.0	0.0	20.0	114.0	188.0	80.0	28.0	0.0	0.0	280.0	2013.0	48.0	149.0	19.0	323.0	107.0	1260.0	1285.0	242.0	146.0	18.0	700.0	19.0	107.0	12.0	0.0	37.0	0.0	101.0	136.0	0.0	434.0	62.0	0.0	339.0	34.0	0.0	74.0	121.0	79.0	225.0	16.0	77.0	65.0	218.0	0.0	62.0	597.0	24.0	17.0	0.0	17.0	42.0	38.0	86.0	235.0	37.0	98.0	217.0	1011.0	13.0	87.0	49.0	2314.0	128.0	98.0	21.0	0.0	1325.0	78.0	219.0	35.0	330.0	54.0	121.0
Methylobacterium brachiatum	30.0	0.0	0.0	195.0	0.0	0.0	76.0	0.0	38.0	138.0	0.0	198.0	0.0	0.0	0.0	0.0	73.0	0.0	112.0	0.0	149.0	134.0	73.0	78.0	38.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283.0	0.0	49.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.0	129.0	68.0	174.0	0.0	186.0	0.0	0.0	244.0	0.0	125.0	34.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	132.0	25.0	51.0	69.0	0.0	0.0	0.0	1060.0	0.0	23.0
Methylorubrum populi	36.0	0.0	0.0	114.0	0.0	0.0	47.0	0.0	48.0	51.0	0.0	110.0	0.0	0.0	0.0	0.0	100.0	0.0	69.0	141.0	135.0	80.0	0.0	35.0	104.0	66.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	569.0	57.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	248.0	59.0	157.0	0.0	137.0	0.0	0.0	232.0	0.0	169.0	47.0	0.0	38.0	0.0	0.0	0.0	120.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	291.0	0.0	63.0
Brucella anthropi	32.0	0.0	28.0	56.0	0.0	18.0	0.0	0.0	50.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	190.0	0.0	33.0	38.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295.0	0.0	0.0	86.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	67.0	229.0	27.0	0.0	0.0	51.0	0.0	0.0	279.0	0.0	48.0	31.0	0.0	24.0	0.0	0.0	0.0	76.0	0.0	175.0	30.0	0.0	24.0	0.0	0.0	0.0	122.0	0.0	0.0
