featureid	ERR599164	SRR3963458	SRR3963457	ERR598999	SRR3965758	ERR599124	ERR599004	SRR3968062	ERR599034	ERR599127	ERR599067	ERR599083	SRR3963982	ERR599055	SRR3968061	SRR3962773	ERR599072	SRR3963622	ERR599152	ERR599167	ERR599159	ERR599015	ERR599175	ERR599051	ERR598980	ERR599076	SRR3966130	SRR3960579	ERR599128	ERR598964	ERR599085	ERR599062	SRR3960577	ERR599109	SRR3965873	SRR3963449	SRR3967690	ERR599112	ERR598944	ERR599131	ERR599166	SRR3965874	SRR3968777	ERR599096	ERR598958	SRR3961935	SRR3961906	SRR3963804	SRR3961047	SRR3960575	SRR3965586	ERR599031	ERR599033	ERR599000	ERR599048	ERR598947	SRR3967700	ERR599008	ERR599172	ERR599021	ERR598960	ERR599047	ERR599005	ERR599154	SRR3962680	ERR598971	SRR3967319	ERR599086	ERR599071	ERR598985	SRR3960578	ERR599044	ERR599149	ERR599125	ERR599060	ERR599037	SRR3962293	SRR3965592	ERR599115	ERR599132	ERR599020
Alteromonas macleodii	558560.0	71437.0	45562.0	44027.0	14313.0	56197.0	417407.0	618263.0	114368.0	149514.0	1001568.0	45028.0	441221.0	447272.0	207330.0	152255.0	1034189.0	62209.0	149176.0	444723.0	389355.0	149161.0	421188.0	422214.0	4490980.0	149392.0	175653.0	20957.0	921031.0	203102.0	59875.0	2430474.0	147586.0	184276.0	40199.0	10270.0	294526.0	46729.0	64572.0	129331.0	141081.0	21904.0	233133.0	43659.0	418190.0	14132.0	8756.0	8030.0	25327.0	209411.0	385722.0	418169.0	44062.0	877145.0	152442.0	739926.0	282471.0	2881.0	83734.0	325208.0	745643.0	43134.0	339383.0	131114.0	19388.0	5132984.0	243608.0	1023474.0	310236.0	1773424.0	266754.0	1114253.0	188612.0	663.0	421076.0	195282.0	63025.0	65477.0	637563.0	2507408.0	1031772.0
Alteromonas australica	86655.0	23176.0	25339.0	59675.0	4785.0	3779.0	17462.0	73131.0	305625.0	1078185.0	17733.0	61614.0	67015.0	38791.0	4109.0	28440.0	211340.0	4458.0	1078429.0	13757.0	25354.0	1076202.0	17634.0	17384.0	30877.0	1077736.0	71510.0	2574.0	77502.0	299768.0	48204.0	18830.0	63931.0	5746.0	3569.0	6014.0	19207.0	128835.0	93858.0	564054.0	138904.0	9332.0	9052.0	59350.0	78332.0	922.0	773.0	1650.0	820.0	21183.0	12684.0	3211.0	59857.0	777017.0	1550961.0	806011.0	18539.0	36609.0	18550.0	50591.0	1977649.0	98692.0	3385883.0	118829.0	5540.0	90194.0	46395.0	377531.0	248313.0	972767.0	258310.0	22096486.0	3764371.0	8426.0	17518.0	44097.0	11564.0	7940.0	141171.0	213090.0	145656.0
Alteromonas abrolhosensis	18322.0	1666.0	1304.0	1910.0	742.0	11762.0	12139.0	29357.0	14047.0	5695.0	127589.0	2033.0	13756.0	14753.0	6422.0	5272.0	42222.0	1859.0	5788.0	17100.0	80640.0	5502.0	12300.0	12076.0	165505.0	5732.0	7418.0	860.0	31085.0	8476.0	2366.0	93954.0	8258.0	7051.0	2650.0	574.0	12710.0	2620.0	8134.0	6279.0	6173.0	937.0	6588.0	1978.0	15458.0	490.0	294.0	258.0	915.0	11110.0	12433.0	15746.0	1978.0	215744.0	37551.0	30492.0	11821.0	167.0	4102.0	11059.0	90814.0	1616.0	83292.0	32643.0	694.0	646348.0	8853.0	45519.0	12288.0	171246.0	10630.0	81079.0	13892.0	43.0	12421.0	9819.0	2433.0	2577.0	32141.0	83756.0	44970.0
Alteromonas marina	15232.0	1792.0	1034.0	1445.0	602.0	1833.0	12171.0	19702.0	3754.0	5449.0	30799.0	1681.0	11609.0	13637.0	2808.0	5578.0	33863.0	1640.0	5296.0	15416.0	13668.0	5231.0	12226.0	12029.0	114541.0	5291.0	4724.0	871.0	27346.0	8390.0	2077.0	101178.0	5943.0	6321.0	2893.0	259.0	8335.0	1970.0	2483.0	3427.0	5614.0	630.0	2999.0	1461.0	18965.0	453.0	274.0	205.0	673.0	9497.0	10140.0	17572.0	1408.0	28377.0	6374.0	17692.0	7811.0	125.0	4356.0	9199.0	24792.0	1722.0	14318.0	4194.0	590.0	161094.0	5112.0	37263.0	10263.0	145256.0	7739.0	40159.0	6970.0	0.0	12516.0	10086.0	2266.0	2105.0	18952.0	74693.0	32436.0
Alteromonas mediterranea	10124.0	4448.0	7391.0	5764.0	22777.0	5802.0	7543.0	134881.0	3975.0	16351.0	121879.0	6076.0	78510.0	61671.0	12292.0	51646.0	105156.0	11627.0	15980.0	55869.0	39575.0	16197.0	7716.0	7693.0	185979.0	16012.0	75618.0	15879.0	122956.0	130051.0	37020.0	190940.0	109226.0	23520.0	24867.0	7263.0	46839.0	1173.0	51136.0	12869.0	42633.0	16843.0	42848.0	5702.0	12420.0	4594.0	9059.0	4892.0	6928.0	73724.0	118308.0	33307.0	5961.0	109538.0	59229.0	19682.0	38996.0	1920.0	13546.0	6161.0	26306.0	49448.0	130576.0	16957.0	4191.0	612810.0	91946.0	64453.0	190777.0	166673.0	203993.0	430352.0	72908.0	403.0	7826.0	31780.0	21819.0	12739.0	67875.0	335613.0	22107.0
Alteromonas sp. IB21	2713.0	751.0	534.0	733.0	290.0	348.0	8332.0	4932.0	1112.0	4231.0	12967.0	751.0	8382.0	8289.0	415.0	1275.0	22418.0	590.0	4194.0	3571.0	2806.0	4299.0	8232.0	8280.0	65101.0	4318.0	2226.0	886.0	17315.0	6183.0	3503.0	28773.0	3020.0	1429.0	567.0	161.0	2923.0	2913.0	1922.0	2005.0	4106.0	447.0	1258.0	732.0	9038.0	161.0	134.0	122.0	151.0	1893.0	4705.0	4738.0	788.0	12044.0	4830.0	3384.0	2356.0	786.0	1416.0	1509.0	7060.0	2043.0	11004.0	1844.0	174.0	67845.0	2142.0	20035.0	17770.0	23870.0	8141.0	74011.0	12627.0	196.0	7996.0	3174.0	682.0	621.0	10871.0	45808.0	13348.0
Alteromonas sp. RKMC-009	587.0	2208.0	5232.0	51.0	24.0	208.0	14895.0	712.0	185.0	4975.0	1081.0	36.0	802.0	408.0	48.0	1323.0	689.0	4042.0	4828.0	43964.0	1543.0	4826.0	15149.0	15247.0	41228.0	4802.0	153.0	588.0	748.0	1661.0	80.0	4942.0	381.0	18233.0	29.0	156.0	434.0	65.0	2422.0	268.0	2970.0	38.0	30.0	46.0	1056.0	156.0	239.0	524.0	358.0	290.0	711.0	864.0	44.0	978.0	380.0	1343.0	308.0	24.0	479.0	385.0	1400.0	550.0	834.0	127.0	129.0	5886.0	230.0	1507.0	412.0	77442.0	882.0	3478.0	606.0	0.0	15125.0	1128.0	351.0	110.0	18902.0	2159.0	1913.0
Alteromonas sp. KUL106	453.0	40.0	22.0	28.0	0.0	35.0	308.0	582.0	174.0	123.0	741.0	28.0	206.0	286.0	306.0	50.0	831.0	25.0	128.0	560.0	244.0	139.0	295.0	339.0	2804.0	133.0	170.0	0.0	594.0	226.0	25.0	1517.0	91.0	256.0	20.0	0.0	231.0	31.0	64.0	180.0	156.0	22.0	270.0	29.0	417.0	0.0	0.0	0.0	0.0	79.0	302.0	236.0	26.0	573.0	269.0	852.0	239.0	64.0	91.0	266.0	1202.0	63.0	619.0	78.0	0.0	3587.0	206.0	1000.0	190.0	2368.0	157.0	1313.0	214.0	0.0	303.0	227.0	28.0	60.0	556.0	1795.0	543.0
Alteromonas sp. V450	275.0	0.0	0.0	25.0	31.0	0.0	145.0	188.0	43.0	73.0	433.0	22.0	170.0	211.0	0.0	65.0	440.0	22.0	90.0	3315.0	142.0	79.0	159.0	140.0	2717.0	102.0	57.0	0.0	466.0	97.0	34.0	4866.0	79.0	1374.0	77.0	0.0	51.0	24.0	47.0	74.0	107.0	39.0	67.0	34.0	235.0	0.0	0.0	0.0	0.0	75.0	442.0	769.0	22.0	353.0	202.0	417.0	95.0	0.0	1223.0	107.0	281.0	20.0	453.0	47.0	0.0	2324.0	55.0	485.0	174.0	1128.0	125.0	753.0	133.0	0.0	125.0	2918.0	23.0	41.0	361.0	1297.0	556.0
Alteromonas sp. KC3	153.0	20.0	20.0	19.0	0.0	19.0	67.0	72.0	107.0	46.0	459.0	15.0	124.0	103.0	0.0	55.0	605.0	18.0	68.0	508.0	129.0	58.0	61.0	43.0	860.0	55.0	73.0	0.0	207.0	143.0	39.0	1548.0	44.0	247.0	0.0	0.0	65.0	53.0	56.0	76.0	111.0	0.0	29.0	16.0	265.0	0.0	0.0	0.0	0.0	67.0	98.0	264.0	20.0	214.0	219.0	255.0	89.0	22.0	44.0	77.0	748.0	38.0	585.0	29.0	0.0	2102.0	43.0	591.0	234.0	126029.0	85.0	1641.0	274.0	0.0	66.0	123.0	16.0	29.0	249.0	606.0	231.0
Alteromonas sp. KUL42	96.0	17.0	16.0	0.0	15.0	14.0	531.0	353.0	14.0	110.0	220.0	15.0	170.0	79.0	97.0	41.0	199.0	24.0	118.0	271.0	132.0	126.0	585.0	582.0	2051.0	116.0	128.0	17.0	194.0	25.0	25.0	823.0	141.0	133.0	38.0	0.0	194.0	15.0	13.0	51.0	91.0	14.0	198.0	0.0	35.0	0.0	0.0	0.0	0.0	138.0	131.0	139.0	0.0	232.0	81.0	225.0	228.0	0.0	41.0	59.0	106.0	22.0	165.0	33.0	0.0	1269.0	176.0	168.0	145.0	4085.0	233.0	1119.0	200.0	0.0	580.0	91.0	21.0	70.0	276.0	524.0	174.0
Alteromonas sp. BL110	244.0	52.0	43.0	0.0	0.0	61.0	755.0	231.0	113.0	451.0	775.0	0.0	171.0	377.0	0.0	128.0	1237.0	43.0	423.0	351.0	353.0	431.0	775.0	775.0	2636.0	437.0	64.0	0.0	859.0	254.0	70.0	2161.0	95.0	121.0	0.0	0.0	0.0	270.0	70.0	194.0	188.0	0.0	181.0	0.0	416.0	0.0	0.0	0.0	0.0	129.0	307.0	373.0	0.0	796.0	432.0	746.0	103.0	0.0	102.0	111.0	734.0	73.0	1006.0	89.0	0.0	3693.0	126.0	1055.0	297.0	1191.0	194.0	5728.0	923.0	0.0	772.0	163.0	59.0	0.0	561.0	2285.0	740.0
Alteromonas sp. ALT199	164.0	0.0	0.0	68.0	0.0	0.0	88.0	280.0	48.0	464.0	321.0	70.0	35.0	325.0	122.0	0.0	406.0	0.0	454.0	395.0	181.0	508.0	120.0	110.0	851.0	541.0	82.0	0.0	631.0	152.0	80.0	1613.0	100.0	126.0	0.0	0.0	93.0	18.0	141.0	132.0	205.0	0.0	58.0	59.0	85.0	0.0	0.0	0.0	0.0	95.0	49.0	268.0	51.0	512.0	457.0	435.0	67.0	0.0	24.0	123.0	322.0	39.0	1073.0	59.0	0.0	1701.0	94.0	637.0	414.0	486.0	137.0	2821.0	460.0	0.0	102.0	98.0	0.0	0.0	237.0	1788.0	427.0
Alteromonas sp. LOR	56.0	0.0	0.0	0.0	28.0	0.0	0.0	279.0	55.0	0.0	27.0	0.0	46.0	25.0	84.0	0.0	24.0	0.0	0.0	25.0	21.0	0.0	0.0	0.0	133.0	0.0	31.0	0.0	54.0	0.0	0.0	169.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	31.0	0.0	201.0	146.0	187.0	27.0	0.0	0.0	43.0	375.0	0.0	277.0	26.0	0.0	157.0	42.0	50.0	27.0	128.0	0.0	5128.0	875.0	0.0	0.0	27.0	0.0	0.0	0.0	124.0	52.0
Alteromonas sp. MMG017	61.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	23.0	42.0	0.0	35.0	27.0	37.0	52.0	26.0	0.0	21.0	0.0	27.0	29.0	0.0	0.0	289.0	0.0	0.0	0.0	28.0	0.0	37.0	0.0	56.0	0.0	0.0	0.0	35.0	0.0	0.0	54.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	32.0	0.0	0.0	113.0	60.0	71.0	40.0	0.0	0.0	40.0	107.0	0.0	94.0	0.0	0.0	147.0	0.0	32.0	234.0	192.0	256.0	1498.0	235.0	0.0	0.0	0.0	0.0	0.0	41.0	115.0	0.0
Alteromonas sp. 38	41.0	0.0	0.0	33.0	0.0	0.0	120.0	154.0	110.0	121.0	203.0	0.0	52.0	162.0	36.0	28.0	210.0	0.0	150.0	90.0	50.0	120.0	105.0	120.0	2750.0	113.0	0.0	0.0	307.0	174.0	79.0	375.0	43.0	0.0	0.0	0.0	0.0	0.0	44.0	129.0	89.0	0.0	122.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	48.0	60.0	35.0	428.0	304.0	316.0	0.0	25.0	0.0	48.0	663.0	44.0	650.0	68.0	0.0	1193.0	0.0	339.0	466.0	636.0	138.0	4291.0	709.0	0.0	122.0	39.0	0.0	0.0	235.0	782.0	206.0
Alteromonas profundi	4277.0	165.0	268.0	504.0	232.0	346.0	1911.0	2883.0	2073.0	2870.0	5716.0	590.0	2327.0	2602.0	223.0	1298.0	4149.0	399.0	2955.0	1410.0	2345.0	2886.0	1841.0	1842.0	10937.0	3027.0	1145.0	271.0	5556.0	8450.0	519.0	12215.0	1445.0	592.0	393.0	75.0	1994.0	373.0	2326.0	1664.0	5976.0	287.0	412.0	502.0	3558.0	52.0	81.0	48.0	88.0	1697.0	1294.0	2188.0	526.0	8182.0	4922.0	6928.0	997.0	159.0	471.0	2389.0	14384.0	11908.0	11142.0	1104.0	107.0	29345.0	1073.0	6276.0	2796.0	11622.0	2556.0	35256.0	5933.0	32.0	1902.0	1158.0	479.0	345.0	2724.0	15062.0	7300.0
Alteromonas alba	18800.0	343.0	1021.0	21211.0	387.0	2626.0	57733.0	9802.0	4472.0	42186.0	57391.0	21446.0	3194.0	23304.0	1167.0	1514.0	49710.0	2503.0	42297.0	4286.0	16382.0	42652.0	58482.0	60772.0	95014.0	42066.0	2034.0	4185.0	46487.0	11812.0	15209.0	12891.0	2311.0	2088.0	971.0	299.0	4309.0	1911.0	5275.0	16544.0	7644.0	464.0	4002.0	20690.0	7681.0	246.0	103.0	477.0	297.0	4522.0	2251.0	2387.0	20436.0	150565.0	58833.0	23941.0	5406.0	2922.0	2667.0	10995.0	29355.0	4141.0	127437.0	23063.0	279.0	292865.0	2245.0	143697.0	74475.0	85932.0	4146.0	552141.0	93957.0	695.0	59707.0	6345.0	1027.0	2731.0	31749.0	128150.0	82919.0
Alteromonas portus	2167.0	124.0	101.0	238.0	72.0	410.0	2513.0	1608.0	505.0	1742.0	4272.0	240.0	763.0	3592.0	252.0	441.0	5877.0	109.0	1698.0	1490.0	2695.0	1794.0	2403.0	2332.0	15961.0	1724.0	443.0	85.0	7209.0	760.0	539.0	7198.0	829.0	607.0	131.0	35.0	587.0	164.0	254.0	539.0	617.0	52.0	310.0	261.0	1170.0	43.0	42.0	27.0	78.0	851.0	815.0	1100.0	248.0	5758.0	1375.0	2602.0	779.0	25.0	305.0	1263.0	3444.0	227.0	3108.0	859.0	65.0	22302.0	460.0	4817.0	2765.0	7893.0	1212.0	10016.0	1645.0	0.0	2518.0	637.0	189.0	164.0	2689.0	20060.0	5971.0
Alteromonas oceani	5925.0	116.0	310.0	8045.0	177.0	622.0	26303.0	4985.0	5409.0	7336.0	23082.0	8108.0	1019.0	4059.0	684.0	593.0	13421.0	761.0	6873.0	2422.0	4947.0	6746.0	26667.0	25666.0	31893.0	7024.0	1231.0	3200.0	7904.0	4162.0	4312.0	9461.0	1420.0	944.0	706.0	72.0	2654.0	517.0	2314.0	15066.0	3105.0	262.0	523.0	7424.0	1764.0	207.0	64.0	84.0	151.0	2621.0	962.0	1627.0	8097.0	66523.0	17283.0	19497.0	2459.0	911.0	852.0	3271.0	34999.0	1757.0	38176.0	10492.0	87.0	112904.0	1287.0	55539.0	21508.0	39351.0	2024.0	512203.0	85926.0	147.0	26477.0	2037.0	458.0	1179.0	14328.0	21511.0	23072.0
Alteromonas oceanisediminis	858.0	88.0	63.0	81.0	35.0	64.0	206.0	1517.0	193.0	3280.0	764.0	95.0	658.0	603.0	479.0	536.0	741.0	104.0	3407.0	482.0	390.0	3387.0	219.0	242.0	1356.0	3360.0	382.0	50.0	1218.0	148.0	330.0	2580.0	449.0	199.0	81.0	23.0	399.0	204.0	113.0	331.0	112.0	32.0	704.0	105.0	122.0	26.0	0.0	25.0	65.0	662.0	671.0	480.0	85.0	1003.0	423.0	956.0	733.0	40.0	132.0	493.0	1147.0	33.0	850.0	121.0	46.0	3890.0	425.0	1191.0	1560.0	1085.0	554.0	8815.0	1519.0	0.0	269.0	334.0	166.0	79.0	561.0	3282.0	656.0
Alteromonas antoniana	1543.0	145.0	250.0	378.0	688.0	269.0	2414.0	2610.0	1101.0	5416.0	5259.0	420.0	2200.0	1925.0	156.0	666.0	7456.0	241.0	5547.0	1068.0	1743.0	5381.0	2405.0	2459.0	16264.0	5419.0	1180.0	227.0	3997.0	2289.0	745.0	2550.0	1231.0	403.0	687.0	295.0	2228.0	362.0	65176.0	2984.0	1322.0	491.0	926.0	391.0	458.0	207.0	218.0	50.0	125.0	2326.0	936.0	463.0	363.0	7785.0	6238.0	8196.0	2007.0	160.0	328.0	1054.0	6751.0	514.0	14256.0	1304.0	160.0	25982.0	1462.0	7914.0	3736.0	25263.0	2173.0	83941.0	14072.0	37.0	2573.0	805.0	389.0	486.0	2961.0	10552.0	4118.0
Alteromonas naphthalenivorans	718.0	43.0	98.0	121.0	79.0	93.0	541.0	2651.0	510.0	276.0	981.0	74.0	1433.0	2948.0	205.0	432.0	948.0	168.0	263.0	1149.0	424.0	271.0	626.0	632.0	6875.0	250.0	591.0	72.0	6083.0	335.0	1661.0	4902.0	577.0	455.0	167.0	0.0	1088.0	95.0	168.0	2126.0	179.0	94.0	476.0	127.0	36.0	0.0	0.0	0.0	49.0	711.0	542.0	854.0	52.0	5445.0	1688.0	5040.0	887.0	100.0	176.0	379.0	3785.0	130.0	4009.0	784.0	39.0	4549.0	724.0	1192.0	8553.0	3494.0	877.0	55148.0	9433.0	32.0	695.0	486.0	124.0	227.0	736.0	17205.0	1224.0
Alteromonas gracilis	401.0	49.0	37.0	27.0	20.0	59.0	407.0	1078.0	100.0	170.0	457.0	25.0	649.0	341.0	203.0	125.0	638.0	50.0	148.0	327.0	339.0	176.0	413.0	364.0	3705.0	168.0	179.0	0.0	597.0	51.0	125.0	1588.0	204.0	98.0	40.0	0.0	241.0	29.0	29.0	160.0	56.0	0.0	301.0	54.0	28.0	0.0	0.0	0.0	29.0	158.0	274.0	239.0	49.0	924.0	287.0	636.0	320.0	28.0	58.0	248.0	629.0	0.0	561.0	117.0	0.0	2454.0	400.0	707.0	533.0	1470.0	321.0	1672.0	301.0	0.0	427.0	122.0	59.0	75.0	436.0	1740.0	739.0
Alteromonas pelagimontana	241.0	14.0	17.0	34.0	0.0	0.0	156.0	134.0	70.0	0.0	260.0	37.0	186.0	144.0	16.0	29.0	158.0	34.0	0.0	66.0	64.0	0.0	136.0	145.0	205.0	0.0	42.0	0.0	353.0	44.0	23.0	328.0	65.0	29.0	0.0	0.0	215.0	21.0	61.0	38.0	64.0	0.0	54.0	32.0	0.0	0.0	0.0	0.0	0.0	29.0	51.0	55.0	26.0	229.0	75.0	262.0	93.0	0.0	19.0	99.0	464.0	0.0	210.0	37.0	0.0	1493.0	121.0	197.0	120.0	1111.0	213.0	554.0	93.0	0.0	130.0	41.0	27.0	18.0	82.0	883.0	481.0
Alteromonas hispanica	80.0	158.0	88.0	0.0	110.0	27.0	38.0	10026.0	90.0	13.0	184.0	0.0	243.0	79.0	402.0	94.0	102.0	752.0	19.0	42.0	145.0	21.0	30.0	39.0	561.0	16.0	836.0	0.0	173.0	0.0	46.0	53.0	38.0	21.0	226.0	22.0	484.0	0.0	13.0	471.0	28.0	75.0	960.0	0.0	34.0	0.0	0.0	116.0	0.0	34.0	1432.0	0.0	0.0	478.0	203.0	1533.0	2448.0	0.0	16.0	39.0	566.0	0.0	486.0	63.0	15.0	888.0	391.0	102.0	221.0	418.0	318.0	10621.0	1792.0	0.0	36.0	32.0	50.0	341.0	75.0	470.0	86.0
Alteromonas genovensis	80.0	69.0	25.0	21.0	478.0	41.0	435.0	11853.0	56.0	485.0	622.0	43.0	84.0	406.0	4812.0	31.0	769.0	29.0	457.0	204.0	275.0	489.0	460.0	436.0	1547.0	529.0	279.0	0.0	831.0	168.0	52.0	827.0	42.0	83.0	365.0	0.0	357.0	0.0	31.0	277.0	122.0	0.0	15354.0	0.0	315.0	0.0	0.0	0.0	0.0	47.0	201.0	150.0	49.0	934.0	777.0	1125.0	960.0	0.0	47.0	78.0	276.0	34.0	1692.0	111.0	0.0	3479.0	635.0	827.0	252.0	895.0	90.0	6658.0	1015.0	0.0	429.0	95.0	0.0	29.0	337.0	2088.0	899.0
Alteromonas lipotrueiana	30.0	61.0	0.0	0.0	0.0	407.0	24.0	0.0	40.0	0.0	133.0	0.0	16.0	322.0	0.0	0.0	518.0	0.0	0.0	39.0	2765.0	0.0	22.0	27.0	16.0	0.0	0.0	0.0	644.0	424.0	60.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	400.0	362.0	475.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	1204.0	438.0	792.0	0.0	223.0	0.0	26.0	237.0	22.0	952.0	196.0	0.0	673.0	0.0	21.0	298.0	8156.0	0.0	12861.0	2167.0	41.0	18.0	0.0	0.0	0.0	162.0	1765.0	49.0
Alteromonas halophila	21.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	20.0	31.0	0.0	0.0	26.0	0.0	0.0	19.0	0.0	0.0	23.0	0.0	20.0	22.0	35.0	40.0	22.0	0.0	0.0	55.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	15.0	28.0	0.0	0.0	23.0	0.0	84.0	0.0	45.0	0.0	0.0	190.0	0.0	34.0	23.0	504.0	0.0	176.0	37.0	0.0	29.0	56.0	0.0	0.0	17.0	116.0	44.0
Alteromonas confluentis	16.0	2970.0	3807.0	0.0	389.0	0.0	80.0	61.0	0.0	25.0	0.0	0.0	11898.0	0.0	0.0	1355.0	0.0	25198.0	27.0	89.0	55.0	14.0	74.0	89.0	255.0	34.0	889.0	13423.0	0.0	0.0	0.0	131.0	3955.0	46.0	395.0	212.0	994.0	0.0	0.0	0.0	19.0	383.0	0.0	0.0	0.0	36.0	43.0	2359.0	570.0	1272.0	8691.0	21.0	0.0	86.0	21.0	38.0	34.0	0.0	14.0	0.0	43.0	0.0	57.0	18.0	216.0	27.0	2152.0	0.0	0.0	404.0	4014.0	68.0	16.0	0.0	77.0	31.0	697.0	1971.0	89.0	15.0	0.0
Alteromonas sediminis	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	15.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	35.0	26.0	33.0	0.0	0.0	0.0	0.0	93.0	0.0	55.0	0.0	0.0	48.0	0.0	18.0	0.0	72.0	0.0	816.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	17.0
Alteromonas lipolytica	14.0	0.0	0.0	18.0	0.0	0.0	72.0	0.0	17.0	25.0	23.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	25.0	0.0	0.0	25.0	40.0	66.0	54.0	23.0	0.0	15.0	28.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	79.0	45.0	17.0	0.0	0.0	18.0	165.0	0.0	131.0	19.0	0.0	92.0	0.0	82.0	55.0	273.0	0.0	535.0	91.0	0.0	52.0	0.0	0.0	14.0	28.0	62.0	37.0
Salinimonas iocasae	2777.0	0.0	0.0	38.0	0.0	0.0	1392.0	19.0	261.0	45.0	125.0	34.0	27.0	18.0	0.0	87.0	4847.0	0.0	50.0	18.0	76.0	47.0	1421.0	1473.0	196.0	42.0	1040.0	0.0	44.0	601.0	0.0	0.0	40.0	0.0	34.0	28.0	53.0	111.0	40.0	0.0	266.0	0.0	0.0	31.0	43.0	0.0	14.0	0.0	38.0	47.0	92.0	0.0	33.0	348.0	26.0	28.0	48.0	260.0	0.0	1609.0	1773.0	62.0	61.0	76.0	0.0	630.0	105.0	173.0	0.0	61543.0	32.0	31.0	0.0	57.0	1486.0	20.0	18.0	0.0	1750.0	104.0	255.0
Salinimonas profundi	171.0	0.0	0.0	0.0	0.0	0.0	107.0	24.0	40.0	38.0	203.0	0.0	0.0	115.0	0.0	0.0	435.0	0.0	43.0	0.0	82.0	34.0	87.0	111.0	133.0	41.0	35.0	0.0	257.0	32.0	31.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	75.0	237.0	21.0	18.0	0.0	110.0	314.0	0.0	158.0	19.0	0.0	1124.0	0.0	102.0	142.0	4484.0	0.0	906.0	166.0	0.0	120.0	0.0	0.0	0.0	101.0	746.0	526.0
Salinimonas sediminis	131.0	22.0	39.0	43.0	191.0	31.0	210.0	164.0	54.0	361.0	610.0	63.0	910.0	120.0	0.0	243.0	198.0	115.0	352.0	92.0	194.0	359.0	244.0	199.0	200.0	381.0	234.0	123.0	225.0	142.0	59.0	421.0	99.0	49.0	141.0	0.0	9885.0	35.0	42.0	120.0	405.0	87.0	41.0	50.0	25.0	39.0	0.0	0.0	0.0	65.0	493.0	75.0	48.0	329.0	310.0	246.0	103.0	492.0	132.0	101.0	351.0	39.0	781.0	53.0	0.0	3047.0	719.0	329.0	255.0	1127.0	91.0	3587.0	645.0	137.0	223.0	357.0	230.0	147.0	252.0	738.0	534.0
Salinimonas lutimaris	39.0	14.0	0.0	30.0	0.0	22.0	2643.0	78.0	0.0	15.0	57.0	18.0	51.0	23.0	18.0	27.0	69.0	0.0	23.0	58.0	138.0	24.0	2779.0	2766.0	576.0	29.0	47.0	0.0	45.0	50.0	0.0	160.0	37.0	18.0	35.0	0.0	34.0	0.0	227.0	0.0	102.0	0.0	31.0	19.0	30.0	0.0	0.0	0.0	0.0	26.0	47.0	24.0	18.0	465.0	53.0	63.0	79.0	0.0	25.0	24.0	141.0	0.0	133.0	43.0	0.0	251.0	34.0	83.0	19.0	931.0	93.0	247.0	37.0	0.0	2690.0	50.0	17.0	31.0	104.0	140.0	47.0
Salinimonas chungwhensis	30.0	0.0	0.0	20.0	0.0	28.0	87.0	15.0	38.0	95.0	160.0	19.0	0.0	194.0	0.0	0.0	1480.0	0.0	96.0	40.0	151.0	88.0	81.0	75.0	49.0	105.0	0.0	0.0	384.0	44.0	29.0	47.0	0.0	17.0	0.0	0.0	0.0	0.0	28.0	48.0	40.0	0.0	14.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	559.0	216.0	63.0	0.0	105.0	16.0	27.0	278.0	0.0	513.0	77.0	0.0	828.0	0.0	132.0	131.0	1047.0	0.0	1568.0	244.0	0.0	75.0	15.0	0.0	0.0	265.0	964.0	279.0
